,F,N,Plate-IFU,g,i,r,u,z
3519,192.827,317.635,b'8445-12701',3044.16,6876.86,5097.23,981.6,7985.8
3520,2.94526,26.4832,b'8445-12702',1513.47,4459.74,3084.17,412.469,5475.1
3521,54.419,50.1636,b'8445-12703',243.966,416.376,370.226,151.408,-1.51881
3522,-2.24025,3.33005,b'8445-12704',505.738,1705.92,1097.52,137.898,2354.03
3523,6.4785,12.3957,b'8445-12705',580.796,2037.23,1265.62,180.152,2658.69
3524,0.0,0.0,b'8445-1901',97.8981,277.321,201.23,20.2115,420.303
3525,4.26754,8.18756,b'8445-1902',610.825,1835.97,1264.15,143.013,2399.52
3526,0.0,0.0,b'8445-3701',9899.5,26339.5,18009.5,4800.27,23695.3
3527,1.56942,3.3469,b'8445-3702',288.386,911.536,623.357,58.5462,1166.41
3528,36.1735,52.0016,b'8445-3703',248.984,392.874,323.975,101.833,436.196
3529,0.749614,3.52712,b'8445-3704',456.713,1372.88,950.803,100.057,1771.16
3530,3.54898,-0.0204755,b'8445-6101',1059.32,3213.28,2151.16,239.316,4085.47
3531,-0.100695,8.48648,b'8445-6102',232.295,788.633,539.694,68.0772,891.873
3532,0.0,0.0,b'8445-6103',291.856,820.204,580.305,70.7785,1059.73
3533,40.4984,54.4934,b'8445-6104',452.767,749.108,613.265,173.08,856.485
3534,18.1456,31.1144,b'8445-9101',585.964,1615.62,1082.05,174.873,1914.78
3535,5.75209,12.2026,b'8445-9102',338.808,954.794,663.132,92.8946,1202.38
3536,0.0,0.0,b'8446-12701',452.461,761.411,599.357,242.275,777.526
3537,0.0,0.0,b'8446-12702',266.036,745.275,509.49,80.356,850.614
3538,0.0,0.0,b'8446-12703',487.859,1570.68,967.957,307.9,1521.59
3539,108.828,162.609,b'8446-12704',1517.42,3615.66,2602.18,524.175,4447.33
3540,0.0,0.0,b'8446-12705',601.507,1024.26,843.703,284.553,1089.4
3541,1.49387,8.22806,b'8446-1901',258.894,647.94,483.847,65.1112,809.725
3542,3.14017,11.2695,b'8446-1902',784.964,2261.21,1583.19,180.446,2894.69
3543,0.0,0.0,b'8446-3701',275.459,903.521,617.229,51.1162,1173.06
3544,0.0,0.0,b'8446-3702',112.232,299.246,216.41,26.8454,362.768
3545,59.5131,100.051,b'8446-3703',612.277,1122.7,903.816,248.699,1239.32
3546,11.1949,18.5555,b'8446-3704',287.043,812.171,559.962,83.746,1042.27
3547,3.77019,5.52167,b'8446-6101',83.1691,183.955,138.633,27.3917,289.584
3548,0.0,0.0,b'8446-6102',236.535,746.108,514.965,53.4206,977.224
3549,0.0,0.0,b'8446-6103',298.457,943.761,645.369,77.2419,1174.52
3550,24.8451,49.0709,b'8446-6104',373.786,771.451,563.813,131.696,860.608
3551,0.0,0.0,b'8446-9101',922.144,2633.86,1799.49,230.847,3024.46
3552,28.4408,38.7556,b'8446-9102',202.664,384.58,279.558,99.6337,334.962
3553,37.5626,50.1709,b'8447-12701',368.624,823.964,571.39,128.401,862.109
3554,58.1326,85.7847,b'8447-12702',517.112,925.374,706.655,201.998,1008.08
3555,14.1526,20.0646,b'8447-12703',126.708,258.818,172.323,56.1524,399.524
3556,5.61912,9.79714,b'8447-12704',924.401,2858.27,2008.49,323.732,4018.74
3557,22.4502,29.3618,b'8447-12705',252.404,488.115,389.964,107.665,687.681
3558,56.9401,71.6877,b'8447-1901',313.07,467.973,405.222,138.988,518.328
3559,1.35189,3.8405,b'8447-1902',282.052,925.074,634.16,57.4738,1216.79
3560,22.2792,28.1945,b'8447-3701',245.233,585.885,415.638,89.1397,678.054
3561,-0.504652,4.18853,b'8447-3702',281.393,1086.0,701.987,50.3775,1338.09
3562,7.60295,12.6378,b'8447-3703',235.173,633.253,447.062,66.6304,810.421
3563,24.944,37.8327,b'8447-3704',253.261,675.405,443.552,87.3914,803.351
3564,5.22324,12.8391,b'8447-6101',460.779,1554.71,1026.76,105.346,2018.39
3565,2.17011,3.99627,b'8447-6102',255.024,1127.36,646.711,62.9958,1466.23
3566,1.60468,4.67422,b'8447-6103',666.432,2310.27,1543.84,127.806,3005.18
3567,1.38328,0.491773,b'8447-6104',133.931,512.592,333.198,33.5067,638.378
3568,0.946352,3.13484,b'8447-9101',297.371,956.213,636.681,57.167,1260.6
3569,10.923,17.0696,b'8447-9102',397.397,1323.63,850.648,115.794,1608.61
3570,1.4267,2.28081,b'8448-12701',288.519,915.194,606.103,77.3573,978.401
3571,58.0398,90.23,b'8448-12702',583.751,1077.06,837.525,222.556,1178.97
3572,0.0,0.0,b'8448-12703',339.711,899.388,616.424,101.337,1096.4
3573,0.0,0.0,b'8448-12704',410.046,1089.71,752.013,123.257,1440.76
3574,0.0,0.0,b'8448-12705',398.053,771.363,579.272,197.83,693.599
3575,14.8739,14.7495,b'8448-1901',170.498,359.274,280.626,58.7709,444.537
3576,0.0,0.0,b'8448-1902',136.247,396.323,279.393,25.8686,505.283
3577,0.0,0.0,b'8448-3701',149.419,331.83,250.404,51.0773,368.338
3578,0.0,0.0,b'8448-3702',158.8,364.696,274.514,58.0655,434.234
3579,6.57506,14.4522,b'8448-3703',244.085,836.897,521.492,96.6261,930.01
3580,0.0,0.0,b'8448-3704',219.597,398.499,322.646,99.408,440.942
3581,6.94351,8.34189,b'8448-6101',118.858,296.555,187.632,35.1387,289.335
3582,15.6529,28.1332,b'8448-6102',199.662,371.428,299.312,84.9071,374.783
3583,0.0,0.0,b'8448-6103',477.078,1585.93,1034.81,112.855,2148.65
3584,66.1617,96.4291,b'8448-6104',508.477,979.054,755.674,258.288,1042.23
3585,0.0,0.0,b'8448-9101',447.061,987.471,743.702,176.81,1167.29
3586,0.969857,0.925313,b'8448-9102',225.273,853.654,517.361,141.73,1606.92
3587,22.4729,29.2452,b'8449-12701',169.649,320.683,252.536,164.968,268.0
3588,90.5399,133.035,b'8449-12702',841.82,1564.17,1236.71,396.73,2029.15
3589,0.0,0.0,b'8449-12703',839.642,2586.28,1336.95,295.25,2013.22
3590,0.0,0.0,b'8449-12704',905.256,2196.19,1312.78,385.967,2022.73
3591,0.0,0.0,b'8449-12705',850.562,2339.34,1583.28,255.211,3226.85
3592,0.0,0.0,b'8449-1901',589.246,1875.04,1277.3,117.308,2539.87
3593,1.55339,3.7434,b'8449-1902',124.759,346.93,244.377,32.3378,423.016
3594,0.0,0.0,b'8449-3701',810.979,2462.65,1704.97,197.128,3119.37
3595,4.1902,14.3423,b'8449-3702',1407.93,4363.32,2916.45,329.363,5436.39
3596,0.0,0.0,b'8449-3703',348.598,520.239,416.605,152.883,503.214
3597,3.96342,11.9823,b'8449-3704',604.504,1637.7,1172.9,156.218,2064.56
3598,46.5753,65.2655,b'8449-6101',289.308,446.901,367.343,121.655,433.421
3599,0.0,0.0,b'8449-6102',152.217,419.518,224.933,30.8309,289.395
3600,5.10474,11.3404,b'8449-6103',1434.31,4922.77,3243.31,268.741,6648.68
3601,0.0,0.0,b'8449-6104',133.205,398.182,260.097,39.4368,505.708
3602,0.0,0.0,b'8449-9101',132.84,449.403,201.178,56.6534,446.161
3603,131.503,164.179,b'8449-9102',742.596,1208.18,1017.6,330.031,1344.23
3604,0.0,0.0,b'8450-12701',192.424,421.691,311.892,86.7015,504.957
3605,42.9559,58.6659,b'8450-12702',258.391,467.382,369.301,159.185,538.732
3606,7.13792,10.5351,b'8450-12703',154.609,418.816,307.279,55.0057,488.15
3607,0.91289,13.4055,b'8450-12704',1668.38,5088.57,3511.11,317.063,6359.33
3608,23.587,3.48566,b'8450-12705',1085.17,3300.49,2225.12,261.098,4018.7
3609,2.41044,4.24552,b'8450-1901',81.0289,217.039,154.289,23.0841,271.016
3610,9.23096,16.3281,b'8450-1902',284.061,818.958,569.844,74.8197,1063.09
3611,0.738262,4.65457,b'8450-3701',155.291,636.828,409.56,29.277,855.625
3612,0.480468,2.6528,b'8450-3702',259.149,825.941,570.343,51.927,1096.5
3613,105.205,168.492,b'8450-3703',831.506,1581.41,1157.95,331.505,1903.24
3614,0.523484,0.0,b'8450-3704',235.089,728.694,505.267,44.1735,939.058
3615,51.192,88.7775,b'8450-6101',1687.45,4505.06,3214.84,415.084,5602.71
3616,82.9233,135.622,b'8450-6102',670.481,1226.37,888.763,273.951,1268.33
3617,3.96804,12.1588,b'8450-6103',755.693,2496.92,1602.45,169.201,2984.06
3618,16.0187,29.1038,b'8450-6104',1070.82,3418.15,2313.34,298.357,4544.74
3619,43.0176,60.7813,b'8450-9101',549.856,1163.93,885.37,197.543,1345.47
3620,10.2301,21.9797,b'8450-9102',200.111,557.74,365.65,61.8593,617.001
3621,26.6455,15.4825,b'8451-12701',342.102,1412.73,686.473,117.641,1431.45
3622,7.49351,31.9294,b'8451-12702',1936.77,5954.38,3911.93,450.088,7330.16
3623,0.0,0.0,b'8451-12703',211.382,348.597,282.333,84.9903,464.137
3624,11.8141,20.6381,b'8451-12704',328.264,942.142,626.164,94.0573,1148.31
3625,12.4555,21.3017,b'8451-12705',262.126,615.947,435.51,77.0959,724.413
3626,0.273676,1.292,b'8451-1901',90.0732,235.722,172.684,21.7681,290.499
3627,0.100243,1.2683,b'8451-1902',81.8873,225.939,159.747,20.0179,282.012
3628,8.05847,12.1603,b'8451-3701',118.352,280.607,206.069,39.6002,349.795
3629,9.2698,12.11,b'8451-3702',100.602,210.004,164.537,39.9483,241.56
3630,1.80786,5.61436,b'8451-3703',648.068,2117.51,1429.77,127.819,2876.61
3631,1.23168,2.809,b'8451-3704',181.922,661.242,440.747,31.1213,898.206
3632,29.6523,42.581,b'8451-6101',851.762,2215.85,1603.79,246.315,2809.22
3633,1.41612,7.14307,b'8451-6102',550.835,1864.27,1231.28,111.853,2254.19
3634,0.574013,5.30856,b'8451-6103',684.21,2163.74,1474.27,148.725,2694.0
3635,0.926438,3.86679,b'8451-6104',292.132,883.771,607.059,64.9555,1111.26
3636,1.2637,6.29243,b'8451-9101',832.936,2574.97,1780.37,175.199,3450.2
3637,12.3812,20.4572,b'8451-9102',127.49,226.259,180.166,49.0886,269.143
3638,30.3316,34.8881,b'8452-12701',190.855,325.964,270.218,106.769,317.427
3639,0.0,0.0,b'8452-12702',223.766,538.543,361.45,33.1876,454.715
3640,46.2622,67.9565,b'8452-12703',758.346,2015.6,1394.49,231.841,2589.3
3641,20.7083,30.9556,b'8452-12704',313.6,690.258,508.693,102.197,791.662
3642,208.674,270.439,b'8452-12705',1586.46,2942.75,2402.83,680.636,3415.72
3643,3.12782,11.9289,b'8452-1901',308.773,771.607,574.504,85.5776,962.056
3644,116.359,136.154,b'8452-1902',499.856,919.585,674.186,217.424,995.056
3645,2.34976,12.1919,b'8452-3701',684.659,2082.27,1429.65,138.066,2801.07
3646,1.65903,4.87458,b'8452-3702',525.031,1733.42,1177.79,96.9856,2277.05
3647,3.05777,5.62509,b'8452-3703',213.055,863.38,517.367,64.0185,1029.89
3648,33.7811,49.0519,b'8452-3704',479.835,1073.69,809.665,154.942,1252.32
3649,23.3447,35.5749,b'8452-6101',304.44,616.045,481.442,98.0558,669.004
3650,27.3103,38.8557,b'8452-6102',815.276,2286.85,1530.97,227.193,2758.57
3651,2.0556,5.3089,b'8452-6103',762.861,2383.56,1621.88,146.247,2950.13
3652,18.1471,17.6705,b'8452-6104',173.5,389.31,290.891,73.0302,444.034
3653,3.20365,6.34802,b'8452-9101',757.411,2474.22,1630.34,195.703,3158.2
3654,70.6722,121.612,b'8452-9102',825.053,1707.29,1284.98,318.301,1901.98
3655,48.4981,78.3339,b'8453-12701',839.385,2290.23,1459.23,291.008,2425.81
3656,17.5176,26.6648,b'8453-12702',178.951,348.414,274.693,56.0574,270.536
3657,20.5723,30.1375,b'8453-12703',373.121,991.935,685.3,102.548,1144.36
3658,24.9373,30.5566,b'8453-12704',149.645,297.767,217.062,63.0263,340.225
3659,103.727,154.478,b'8453-12705',1249.8,2786.16,1980.42,450.122,2701.48
3660,7.55475,12.841,b'8453-1901',310.927,806.958,585.032,86.6364,1007.52
3661,14.2765,21.2537,b'8453-1902',230.221,550.858,406.589,72.8922,674.387
3662,5.6734,0.0392599,b'8453-3701',778.584,2421.47,1648.79,196.148,3240.89
3663,18.8382,22.8121,b'8453-3702',632.903,1854.06,1278.76,156.253,2027.02
3664,0.0494168,4.4469,b'8453-3703',222.057,600.219,429.738,71.9953,685.913
3665,3.25276,16.3185,b'8453-3704',385.543,895.956,668.068,105.36,1055.82
3666,1.97587,5.54324,b'8453-6101',118.398,318.369,223.217,33.4444,308.725
3667,47.5338,66.815,b'8453-6102',254.149,429.763,309.849,114.315,413.072
3668,-0.266492,1.34539,b'8453-6103',307.834,986.499,678.465,55.795,1325.88
3669,4.43415,7.72001,b'8453-6104',129.028,357.295,241.42,37.6352,438.468
3670,14.8751,22.2874,b'8453-9101',140.138,269.518,217.033,60.4944,261.879
3671,14.3307,21.8629,b'8453-9102',335.372,998.788,638.29,103.588,1153.34
3672,0.0,0.0,b'8454-12701',332.451,566.555,441.2,154.279,638.589
3673,38.5464,57.5868,b'8454-12702',411.03,927.242,653.057,145.497,967.361
3674,342.205,526.699,b'8454-12703',2767.35,4903.6,3904.67,1112.32,5434.11
3675,0.531914,-0.00654499,b'8454-12704',174.956,657.563,427.836,43.7433,850.415
3676,7.99071,24.6375,b'8454-12705',1806.14,5801.68,3841.82,376.712,7284.17
3677,1.35011,2.24375,b'8454-1901',104.167,274.848,189.768,30.8385,309.802
3678,0.0,0.0,b'8454-1902',525.263,1575.0,911.911,124.877,1260.12
3679,14.2669,18.5953,b'8454-3701',536.506,1739.86,1159.0,109.615,2166.01
3680,13.9372,19.3508,b'8454-3702',129.945,268.916,206.152,46.5147,331.248
3681,-0.401486,0.725057,b'8454-3703',209.567,734.11,490.925,40.5502,986.776
3682,0.0,0.0,b'8454-3704',129.024,258.197,184.027,66.3416,340.073
3683,0.0,0.0,b'8454-6101',414.38,953.491,691.082,160.367,1107.72
3684,2.76873,7.4033,b'8454-6102',237.197,721.416,514.033,69.5855,938.994
3685,1.13531,2.89832,b'8454-6103',345.623,1173.58,785.366,125.776,1538.07
3686,58.1822,99.6493,b'8454-6104',708.301,1519.55,1124.69,252.711,1706.66
3687,0.753262,3.21181,b'8454-9101',131.406,506.786,344.678,57.0574,567.271
3688,21.9166,35.8525,b'8454-9102',1004.24,3132.44,2078.57,283.023,3997.73
3689,0.0,0.0,b'8455-12701',920.557,1519.31,1260.75,379.911,1624.45
3690,0.0,0.0,b'8455-12702',275.995,840.05,566.668,75.0215,1051.56
3691,0.0,0.0,b'8455-12703',451.936,1581.16,1053.28,113.306,2007.68
3692,4.85237,5.06077,b'8455-12704',250.068,836.286,589.076,60.4879,1087.68
3693,6.35978,11.2225,b'8455-12705',184.374,480.972,328.487,65.4703,599.648
3694,0.0219626,0.827509,b'8455-1901',82.1285,228.746,163.83,19.358,285.694
3695,6.2423,6.78385,b'8455-1902',105.575,281.954,199.033,33.0652,361.158
3696,69.4359,99.6436,b'8455-3701',644.679,1257.89,980.166,250.596,1526.45
3697,38.1891,67.7188,b'8455-3702',905.803,2544.69,1763.62,209.901,3088.13
3698,0.330239,1.11301,b'8455-3703',167.432,482.314,345.616,39.021,647.709
3699,0.0,0.0,b'8455-3704',422.626,818.567,648.929,166.526,979.55
3700,37.5571,47.7434,b'8455-6101',465.024,1005.67,771.968,165.511,1185.47
3701,-0.476917,0.118639,b'8455-6102',130.479,404.209,251.098,40.0129,569.956
3702,1.58428,1.08842,b'8455-6103',155.268,575.345,380.143,32.1941,791.855
3703,0.0,0.0,b'8455-6104',247.684,877.736,606.809,67.0395,1023.02
3704,85.384,116.335,b'8455-9101',574.656,995.854,803.862,252.631,1170.07
3705,0.0,0.0,b'8455-9102',236.087,403.957,324.234,104.925,443.516
3706,91.3012,133.995,b'8456-12701',821.344,1250.91,1102.53,446.062,1247.86
3707,148.654,197.198,b'8456-12702',668.196,1029.36,888.304,365.151,573.22
3708,81.6312,116.976,b'8456-12703',1056.74,2253.28,1693.16,400.53,2599.34
3709,31.4914,47.808,b'8456-12704',424.192,769.088,630.798,195.309,838.053
3710,49.9776,63.0905,b'8456-12705',466.944,1113.64,799.578,177.519,1199.45
3711,0.697632,6.09351,b'8456-1901',620.154,1850.02,1263.56,137.217,2343.23
3712,1.69334,13.2359,b'8456-1902',984.308,2531.05,1841.4,228.279,3116.15
3713,1.91886,8.07627,b'8456-3701',961.156,3015.4,2055.24,194.6,3970.36
3714,0.69384,2.7184,b'8456-3702',263.055,893.283,604.765,47.7928,1197.62
3715,0.890572,5.38405,b'8456-3703',167.654,412.06,305.561,43.1024,495.023
3716,5.48981,6.62344,b'8456-3704',185.994,486.271,349.963,50.1866,599.692
3717,6.85925,18.83,b'8456-6101',995.924,2865.65,2019.35,239.548,3532.38
3718,4.01147,7.56362,b'8456-6102',328.217,981.567,682.309,79.1406,1261.74
3719,0.677651,5.1075,b'8456-6103',309.064,1150.04,760.781,69.8115,1387.65
3720,1.13531,2.89832,b'8456-6104',345.623,1173.58,785.366,125.776,1538.07
3721,27.4399,35.6978,b'8456-9101',239.471,503.354,369.166,93.108,476.217
3722,17.3627,22.9365,b'8456-9102',239.317,567.823,422.35,76.5228,661.966
3723,0.0,0.0,b'8458-12701',213.564,635.373,399.219,52.9516,735.091
3724,18.7081,24.4766,b'8458-12702',262.786,560.988,427.693,118.148,456.966
3725,5.56257,9.12436,b'8458-12703',280.865,1050.04,603.076,94.7992,1125.88
3726,35.394,45.1672,b'8458-12704',290.541,527.947,420.048,98.3455,95.6572
3727,937.46,1290.79,b'8458-12705',7419.55,14908.8,11285.2,3104.81,16967.5
3728,8.50548,8.8963,b'8458-1901',92.9109,202.293,151.358,30.6768,239.567
3729,1.66685,2.1205,b'8458-1902',140.874,410.693,290.644,29.9991,524.019
3730,23.5425,40.4396,b'8458-3701',353.696,774.676,598.963,127.157,952.947
3731,0.0,0.0,b'8458-3702',1004.45,1416.14,1290.76,534.845,1558.47
3732,187.696,255.578,b'8458-3703',1690.92,3231.32,2394.2,705.073,3363.21
3733,174.484,213.222,b'8458-3704',801.189,1648.77,1415.63,599.025,1597.96
3734,4.39113,9.50175,b'8458-6101',173.344,483.142,323.333,47.3589,614.618
3735,10.4196,27.0197,b'8458-6102',618.259,1368.54,1032.63,184.396,1689.44
3736,-0.708704,0.799879,b'8458-6103',123.712,527.637,339.668,16.879,726.253
3737,0.351327,9.36644,b'8458-6104',535.757,1486.89,1031.06,146.463,1916.74
3738,0.0,0.0,b'8458-9101',152.2,622.845,357.93,31.5329,837.566
3739,35.9577,50.3072,b'8458-9102',283.801,447.026,402.967,124.391,521.692
3740,2.06932,2.41755,b'8459-12701',314.014,1253.45,691.33,57.3825,1155.24
3741,70.4285,82.3084,b'8459-12702',360.478,684.122,518.154,119.24,456.807
3742,29.8981,44.9394,b'8459-12703',406.339,849.343,652.776,117.951,1165.43
3743,23.3299,32.1915,b'8459-12704',317.633,552.385,440.321,176.998,584.349
3744,58.4263,91.9372,b'8459-12705',537.918,1033.16,804.24,212.374,1344.92
3745,6.90811,10.6652,b'8459-1901',219.433,635.386,452.318,62.3904,883.867
3746,17.3577,21.6445,b'8459-1902',168.13,332.985,272.319,60.866,480.912
3747,1.35814,3.01808,b'8459-3701',278.669,916.58,621.386,48.47,1214.64
3748,22.4717,31.3284,b'8459-3702',474.858,1334.05,919.113,131.863,1671.17
3749,30.7949,49.7882,b'8459-3703',619.44,1818.03,1194.09,150.417,2100.91
3750,49.0001,70.8153,b'8459-3704',467.281,1032.14,768.775,193.243,1279.58
3751,19.2377,20.5872,b'8459-6101',227.726,559.528,408.907,73.9052,695.616
3752,74.0834,77.7345,b'8459-6102',305.668,522.386,443.014,172.41,566.055
3753,1.81733,6.58456,b'8459-6103',566.168,1880.01,1297.68,185.079,2545.69
3754,-0.958443,3.11058,b'8459-6104',279.697,976.768,644.607,59.6869,1278.58
3755,35.5768,143.876,b'8459-9101',569.358,881.309,619.958,325.727,965.954
3756,66.842,83.6615,b'8459-9102',412.036,704.943,520.3,173.047,538.488
3757,3.6235,6.63403,b'8461-12701',925.987,3186.73,2121.82,340.655,4369.9
3758,30.6419,37.5368,b'8461-12702',236.218,394.007,327.554,89.437,599.511
3759,49.0001,70.8153,b'8461-12703',467.281,1032.14,768.775,193.243,1279.58
3760,19.9283,33.4643,b'8461-12704',288.67,556.277,441.49,103.279,550.748
3761,5.22749,14.2746,b'8461-12705',358.834,930.406,681.492,91.1995,1004.71
3762,7.37809,10.1278,b'8461-1901',149.848,344.077,253.901,46.8188,404.056
3763,0.968496,2.63515,b'8461-1902',198.459,532.31,377.477,56.6151,673.773
3764,2.28528,8.05365,b'8461-3701',842.075,2576.14,1763.16,183.804,3277.43
3765,1.21873,-0.0026278,b'8461-3702',365.357,1294.54,854.307,71.2193,1604.5
3766,1.43128,4.32087,b'8461-3703',541.799,1747.73,1199.5,124.23,2238.56
3767,22.4717,31.3284,b'8461-3704',474.858,1334.05,919.113,131.863,1671.17
3768,49.381,70.4848,b'8461-6101',570.425,1492.43,1049.6,188.144,1862.83
3769,3.00052,9.87894,b'8461-6102',275.749,750.113,529.645,76.4735,913.545
3770,30.6667,39.2658,b'8461-6103',599.587,1504.08,1107.15,161.808,1790.87
3771,1.35814,3.01808,b'8461-6104',278.669,916.58,621.386,48.47,1214.64
3772,0.0,0.0,b'8461-9101',209.932,747.709,521.871,69.9569,938.645
3773,6.75952,8.87536,b'8461-9102',155.869,446.228,289.393,60.9187,432.829
3774,48.9448,68.9289,b'8462-12701',468.625,891.981,696.717,219.566,892.414
3775,67.3925,81.0184,b'8462-12702',467.37,758.767,637.143,212.262,823.105
3776,28.8893,40.4598,b'8462-12703',273.257,540.387,448.779,98.6619,368.524
3777,24.1943,28.6417,b'8462-12704',179.515,357.827,266.033,111.406,406.08
3778,28.3197,53.934,b'8462-12705',1592.02,4797.77,3262.18,355.302,6228.68
3779,3.31096,-0.116723,b'8462-1901',260.554,733.161,522.508,64.8466,934.981
3780,4.0907,6.27738,b'8462-1902',399.767,798.003,665.078,101.44,864.587
3781,4.12989,8.81531,b'8462-3701',264.945,801.975,563.541,80.3139,1080.95
3782,2.28037,1.60225,b'8462-3702',239.705,910.492,586.673,67.3316,1545.72
3783,18.9079,20.1554,b'8462-3703',240.868,438.539,340.495,104.676,371.858
3784,12.5442,16.0166,b'8462-3704',153.631,359.955,269.053,49.8966,421.404
3785,25.184,34.5257,b'8462-6101',519.849,1347.66,977.487,157.117,1538.18
3786,0.654593,0.28658,b'8462-6102',203.502,789.872,495.002,44.6599,953.97
3787,5.32698,11.5607,b'8462-6103',995.177,3362.99,2179.53,192.992,4587.21
3788,39.9097,58.9616,b'8462-6104',360.92,679.481,538.467,157.563,752.097
3789,19.4103,34.3937,b'8462-9101',477.255,1190.89,852.655,157.316,1356.35
3790,20.014,35.9488,b'8462-9102',459.293,1048.85,779.674,165.842,1161.56
3791,46.1661,73.1087,b'8464-12701',856.328,1966.97,1429.35,303.781,1773.21
3792,5.14804,9.50655,b'8464-12702',215.304,738.673,470.317,79.3983,1022.85
3793,10.6244,17.2778,b'8464-12703',298.898,704.201,446.67,141.228,608.348
3794,37.0536,60.3163,b'8464-12704',390.767,719.876,563.681,144.995,780.899
3795,48.4958,61.3948,b'8464-12705',258.619,434.195,357.01,142.863,326.474
3796,0.521128,1.51861,b'8464-1901',90.5555,238.671,172.232,31.2902,250.455
3797,7.82407,9.5295,b'8464-1902',624.695,1882.84,1294.1,142.366,2430.12
3798,23.291,36.9729,b'8464-3701',284.993,607.063,453.294,96.9406,758.404
3799,23.8188,71.3062,b'8464-3702',975.908,2248.41,1658.15,320.814,2690.59
3800,0.47948,1.43728,b'8464-3703',127.603,394.393,260.361,26.674,511.556
3801,87.9928,155.046,b'8464-3704',1123.94,2476.9,1826.09,395.269,2859.09
3802,4.03634,11.4496,b'8464-6101',178.702,596.961,369.349,45.0344,712.175
3803,47.1346,63.9702,b'8464-6102',377.56,729.348,566.749,135.02,775.645
3804,10.307,13.7941,b'8464-6103',101.282,209.39,151.119,37.4814,244.383
3805,31.4655,30.6191,b'8464-6104',406.479,977.183,703.561,151.514,1194.56
3806,1.22437,3.86084,b'8464-9101',322.524,1188.82,792.609,58.8498,1638.86
3807,52.2645,81.4538,b'8464-9102',679.343,1412.97,1069.29,271.582,1616.18
3808,0.0,0.0,b'8465-12701',1244.46,2446.43,1936.54,497.965,3001.66
3809,7.87993,14.264,b'8465-12702',210.009,468.005,358.516,17.663,138.208
3810,8.21283,13.3623,b'8465-12703',238.778,723.732,479.603,76.1666,943.517
3811,2.62879,-0.0329687,b'8465-12704',212.664,751.775,470.822,55.6244,1016.58
3812,43.3806,75.503,b'8465-12705',1537.41,4283.48,2925.39,361.555,5251.74
3813,1.36876,6.59494,b'8465-1901',471.955,1396.68,960.24,111.017,1779.39
3814,2.14632,3.71429,b'8465-1902',129.632,346.168,250.186,34.5522,414.986
3815,122.128,205.025,b'8465-3701',1072.13,1964.23,1568.97,449.077,2226.15
3816,12.2719,17.7512,b'8465-3702',108.567,195.738,156.2,32.291,240.46
3817,11.4134,20.416,b'8465-3703',428.259,1277.38,866.314,118.461,1746.38
3818,2.06061,7.96498,b'8465-3704',762.37,2385.73,1629.76,152.615,3146.08
3819,0.0,0.0,b'8465-6101',192.339,823.842,504.639,52.9826,871.468
3820,74.7086,93.7305,b'8465-6102',358.004,665.755,442.186,166.448,462.005
3821,5.72096,12.3212,b'8465-6103',679.58,2032.07,1426.3,155.831,2564.61
3822,0.522824,2.30957,b'8465-6104',263.714,814.621,572.316,50.714,1044.12
3823,4.88543,8.57216,b'8465-9101',283.794,974.981,606.778,93.5693,1408.02
3824,17.9331,28.8387,b'8465-9102',604.718,1691.73,1168.87,209.339,2235.42
3825,22.2682,29.3846,b'8466-12701',349.066,950.117,578.562,138.624,779.34
3826,121.964,173.193,b'8466-12702',1015.98,1984.76,1517.49,392.366,2352.05
3827,6.16081,13.2932,b'8466-12703',95.6127,194.818,152.099,42.6038,254.914
3828,48.7384,56.8873,b'8466-12704',381.73,790.055,573.724,149.158,790.965
3829,7.30909,9.80751,b'8466-12705',153.587,412.616,282.494,74.2803,490.931
3830,1.46591,2.9651,b'8466-1901',220.844,592.012,420.002,51.4889,717.137
3831,1.32551,1.19276,b'8466-1902',274.427,864.264,605.707,53.2348,1134.13
3832,1.24187,2.22936,b'8466-3701',238.471,806.028,539.97,53.123,1001.55
3833,25.5915,29.9349,b'8466-3702',243.835,485.442,376.259,84.8083,785.841
3834,-0.0740998,2.01919,b'8466-3703',273.072,1123.45,665.725,61.8176,1209.83
3835,13.6502,13.9589,b'8466-3704',340.414,1197.55,761.787,110.68,1544.47
3836,0.395958,0.0888351,b'8466-6101',153.632,591.11,392.798,42.4119,804.327
3837,1.69207,2.26048,b'8466-6102',174.401,590.182,398.096,36.2971,806.826
3838,-0.675698,1.75716,b'8466-6103',263.347,887.523,574.37,60.0349,1025.47
3839,2.18091,1.2084,b'8466-6104',330.577,1233.45,780.911,82.9096,1401.94
3840,34.9948,49.9736,b'8466-9101',345.894,674.869,544.663,140.429,868.012
3841,0.0,0.0,b'8466-9102',536.868,798.456,679.652,262.251,890.96
3842,0.369502,2.21141,b'8479-3703',115.293,298.709,217.113,36.7121,330.424
3843,0.369502,2.21141,b'8480-3701',115.293,298.709,217.113,36.7121,330.424
3844,12.5074,14.0594,b'8481-12701',315.603,977.536,658.541,97.1837,1148.51
3845,5.13967,14.0009,b'8481-12702',218.397,717.695,415.863,44.1762,620.32
3846,29.9924,34.0297,b'8481-12703',403.175,1048.26,731.211,132.217,1309.82
3847,0.0,0.0,b'8481-12704',405.712,912.916,674.284,146.504,1073.75
3848,11.9547,22.717,b'8481-12705',269.127,617.224,434.942,74.6189,661.66
