,F,N,Plate-IFU,g,i,r,u,z
3849,0.0,0.0,b'8481-1901',449.148,609.488,550.326,185.812,588.328
3850,11.5843,20.3636,b'8481-1902',292.863,862.62,594.649,83.6187,1083.7
3851,5.61238,10.273,b'8481-3701',139.431,379.093,254.258,44.8967,490.146
3852,0.0,0.0,b'8481-3702',1885.73,5469.1,3608.37,499.62,6455.53
3853,0.630727,1.54256,b'8481-3703',135.242,407.837,285.459,23.3365,537.847
3854,0.925528,2.57464,b'8481-3704',193.547,671.788,458.684,45.78,821.076
3855,2.21282,3.26762,b'8481-6101',260.536,894.616,569.162,54.6289,1039.23
3856,0.0,0.0,b'8481-6102',207.801,586.13,406.499,65.1462,739.404
3857,19.3734,37.1095,b'8481-6103',754.332,2322.81,1473.36,182.424,2609.48
3858,0.889329,6.5646,b'8481-6104',544.718,1853.91,1231.9,159.937,2018.64
3859,-0.20691,1.66916,b'8481-9101',256.308,866.289,553.36,43.515,1171.89
3860,27.7044,37.6563,b'8481-9102',163.804,402.758,236.636,79.1201,382.808
3861,3.92116,12.7137,b'8482-12701',1172.79,4081.45,2409.96,295.428,4292.84
3862,1.90142,6.12673,b'8482-12702',695.143,2179.98,1468.99,192.365,2539.67
3863,81.6959,109.686,b'8482-12703',866.699,2027.84,1463.74,270.344,2339.64
3864,4.70356,10.0792,b'8482-12704',885.044,3133.75,2025.79,244.841,3623.51
3865,37.0939,58.6991,b'8482-12705',902.073,2554.33,1725.65,276.508,3023.95
3866,2.11245,5.84091,b'8482-1901',1159.03,3955.18,2513.37,150.732,5125.16
3867,2.56143,5.90072,b'8482-1902',237.505,765.452,512.572,58.7502,968.655
3868,0.852869,2.07273,b'8482-3701',225.745,729.323,495.198,47.1531,937.004
3869,43.186,75.7431,b'8482-3702',992.432,2648.33,1858.83,293.848,3214.32
3870,9.67747,18.2227,b'8482-3703',669.246,2189.76,1441.51,157.803,2965.39
3871,62.8523,101.019,b'8482-3704',1540.91,4110.14,2898.09,411.718,5286.66
3872,0.592036,1.72652,b'8482-6101',261.192,853.801,587.547,54.4511,1180.99
3873,1.54899,4.49651,b'8482-6102',637.456,2068.93,1391.76,129.097,2650.31
3874,3.6564,9.51933,b'8482-6103',734.393,2414.04,1559.48,162.945,2833.73
3875,2.47195,4.70295,b'8482-6104',334.125,1125.59,710.945,105.546,1263.83
3876,24.8335,21.6539,b'8482-9101',791.253,2436.46,1569.72,149.932,2895.98
3877,3.42875,5.30967,b'8482-9102',242.268,802.936,524.271,45.6831,1071.65
3878,26.9685,34.2078,b'8483-12701',215.401,571.292,291.23,82.9638,368.091
3879,0.0,0.0,b'8483-12702',85.797,280.977,171.089,40.3209,156.033
3880,4.32077,6.64761,b'8483-12703',294.857,854.79,618.848,64.1246,1094.93
3881,36.2906,43.4345,b'8483-12704',247.641,409.299,303.672,104.183,142.634
3882,12.2907,16.0289,b'8483-12705',117.485,225.298,178.101,44.2329,255.589
3883,4.31981,4.89456,b'8483-1901',79.8597,206.452,151.036,24.8631,255.178
3884,0.766843,2.18223,b'8483-1902',242.537,726.295,508.979,48.3634,982.53
3885,0.0,0.0,b'8483-3701',535.736,1539.07,1072.9,126.907,1986.71
3886,0.0,0.0,b'8483-3702',645.084,1943.32,1348.25,143.978,2620.39
3887,3.95638,7.02795,b'8483-3703',684.178,2208.61,1475.25,126.313,2962.48
3888,4.63669,8.03141,b'8483-3704',167.009,457.202,306.345,40.8246,487.643
3889,32.6576,60.419,b'8483-6101',1117.83,3123.91,2138.19,302.323,4021.99
3890,0.000412999,4.4112,b'8483-6102',890.117,2901.98,1979.91,170.037,4016.65
3891,0.0,0.0,b'8483-6103',178.612,281.501,236.548,90.269,313.427
3892,1.44016,2.10793,b'8483-6104',247.377,850.09,578.018,64.042,1109.5
3893,0.0,0.0,b'8483-9101',269.318,825.427,563.434,59.3698,1074.64
3894,16.7673,23.2984,b'8483-9102',152.205,289.397,222.421,58.2839,321.953
3895,0.0,0.0,b'8484-12701',294.707,1298.44,681.644,164.99,1458.82
3896,0.0,0.0,b'8484-12702',296.621,837.424,574.464,94.4282,1018.77
3897,275.823,409.285,b'8484-12703',3454.93,7623.03,5590.69,1275.9,9030.0
3898,0.0,0.0,b'8484-12704',275.43,870.791,576.517,65.2318,1045.04
3899,83.4289,104.955,b'8484-12705',514.792,933.938,686.062,227.731,820.785
3900,6.02381,8.52056,b'8484-1901',391.139,1108.19,780.126,96.6625,1413.72
3901,0.0,0.0,b'8484-1902',1406.11,2905.86,2264.69,529.581,3783.51
3902,84.9196,110.35,b'8484-3701',555.335,890.578,724.688,230.76,860.653
3903,0.0,0.0,b'8484-3702',648.478,1991.05,1338.4,144.174,2670.17
3904,57.8913,87.3956,b'8484-3703',843.871,1940.96,1432.53,278.139,2326.08
3905,18.9447,30.0849,b'8484-3704',753.902,2569.01,1608.76,211.589,3669.8
3906,9.0375,16.2841,b'8484-6101',521.07,1636.51,1046.61,148.195,2135.81
3907,4.42271,16.0146,b'8484-6102',1237.34,3792.91,2566.66,273.768,4816.21
3908,0.0,0.0,b'8484-6103',578.128,1223.93,914.173,202.037,1815.52
3909,61.5937,79.6347,b'8484-6104',346.144,529.532,450.322,149.562,501.641
3910,2.26761,1.64081,b'8484-9101',132.217,494.15,320.857,35.2822,636.853
3911,3.74845,8.99385,b'8484-9102',515.529,1628.89,1132.28,131.647,1961.17
3912,62.4242,77.6621,b'8485-12701',395.042,642.704,553.768,225.077,450.167
3913,21.6602,21.3743,b'8485-12702',201.032,445.226,322.935,149.962,313.661
3914,6.77681,13.4728,b'8485-12703',1317.75,4125.96,2792.66,333.036,5014.28
3915,21.5747,36.7994,b'8485-12704',178.889,304.155,240.368,76.4765,347.03
3916,13.0183,17.2829,b'8485-12705',128.6,273.221,200.252,59.4736,345.963
3917,2.42345,7.63147,b'8485-1901',103.177,266.833,187.303,33.5316,320.63
3918,-0.144417,1.3897,b'8485-1902',95.3451,257.935,183.205,22.8797,329.022
3919,12.2979,17.4937,b'8485-3701',111.296,227.413,173.491,41.7347,258.358
3920,74.4436,117.068,b'8485-3702',552.214,956.922,760.235,44.2623,1054.2
3921,-1.00577,8.40284,b'8485-3703',1049.67,3199.19,2200.75,300.01,4288.27
3922,5.42159,9.62362,b'8485-3704',113.042,250.947,190.262,40.8872,346.255
3923,17.0384,17.7645,b'8485-6101',143.308,290.149,223.493,44.4103,323.061
3924,19.4269,23.9824,b'8485-6102',123.414,228.642,166.22,51.0213,276.566
3925,14.428,24.383,b'8485-6103',370.746,1203.21,783.289,112.055,1687.57
3926,-0.794053,4.06342,b'8485-6104',288.741,934.777,644.902,65.7049,1227.24
3927,2.51488,9.14201,b'8485-9101',679.309,2165.4,1481.18,142.127,2937.19
3928,71.0279,114.385,b'8485-9102',1146.67,2882.41,1982.9,421.602,3379.38
3929,33.128,50.8479,b'8486-12701',1326.0,3969.28,2792.73,256.93,5223.3
3930,14.832,24.6219,b'8486-12702',140.341,276.691,214.22,69.9233,440.062
3931,18.1601,17.4986,b'8486-12703',316.408,593.935,461.133,153.02,257.832
3932,13.6767,12.0667,b'8486-12704',206.508,473.105,338.87,100.41,475.97
3933,4.58561,14.5589,b'8486-12705',301.906,897.168,594.76,83.5337,1228.02
3934,5.95813,11.4174,b'8486-1901',248.211,581.009,438.608,70.7211,691.003
3935,1.82097,4.25692,b'8486-1902',532.207,1666.38,1146.6,101.44,2215.75
3936,0.657495,1.50683,b'8486-3701',146.521,582.093,385.387,35.0895,809.491
3937,0.445409,2.10563,b'8486-3702',78.6385,203.074,146.508,23.4189,245.855
3938,1.37623,1.33,b'8486-3703',107.074,320.238,209.353,23.4643,349.217
3939,1.21885,3.59215,b'8486-3704',154.438,567.348,380.642,29.6339,785.985
3940,13.8067,26.1635,b'8486-6101',374.98,980.634,684.149,113.05,1249.02
3941,11.6141,16.1736,b'8486-6102',259.561,655.844,466.103,67.841,820.403
3942,-7.7402e-05,-0.000183529,b'8486-6103',282.392,825.549,562.599,70.1587,973.792
3943,7.94475e-07,4.41109,b'8486-6104',437.333,1222.48,861.423,107.906,1444.0
3944,12.6305,19.3422,b'8486-9101',292.466,771.391,526.054,97.4427,716.943
3945,29.8962,41.9613,b'8486-9102',410.773,882.609,674.76,153.19,983.054
3946,34.4788,42.3852,b'8487-12701',231.38,405.038,322.783,102.318,167.255
3947,6.45598,14.0758,b'8487-12702',1591.73,5255.06,3441.94,376.266,7050.14
3948,14.0706,23.6327,b'8487-12703',230.074,492.575,393.863,100.009,477.531
3949,9.98959,17.1475,b'8487-12704',169.28,494.405,286.791,68.2904,894.0
3950,0.0,0.0,b'8487-12705',655.398,1169.19,914.577,282.206,1324.6
3951,0.287827,1.17411,b'8487-1901',126.233,336.545,243.672,31.3185,412.939
3952,0.347546,1.31665,b'8487-1902',178.852,549.587,380.992,36.8491,726.406
3953,1.57852,4.46381,b'8487-3701',351.73,978.701,697.025,91.217,1178.88
3954,1.21657,10.5622,b'8487-3702',720.05,1862.02,1350.81,171.952,2306.1
3955,15.4969,17.4253,b'8487-3703',174.879,365.853,298.134,71.1038,415.207
3956,6.64201,9.27058,b'8487-3704',144.692,363.754,256.309,49.5283,418.904
3957,0.0,0.0,b'8487-6101',336.467,1621.32,882.657,21.7,1582.93
3958,4.96952,8.33284,b'8487-6102',175.913,446.543,316.103,40.3186,610.708
3959,5.51064,7.45505,b'8487-6103',137.693,388.609,233.276,62.6481,339.636
3960,3.42051,8.41886,b'8487-6104',1068.84,3692.8,2406.17,428.887,5284.04
3961,4.66983,5.30957,b'8487-9101',80.5933,296.683,116.419,67.3886,280.843
3962,0.0,0.0,b'8487-9102',170.578,530.385,343.483,41.9961,645.222
3963,3.79305,7.32547,b'8488-12701',93.0955,201.798,148.627,24.9136,225.086
3964,14.3919,17.5483,b'8488-12702',286.742,834.424,575.875,53.3297,1094.96
3965,8.58701,-0.499379,b'8488-12703',1044.25,3850.73,2315.29,461.83,3382.09
3966,6.53181,15.0101,b'8488-12704',226.648,582.127,378.356,150.314,686.599
3967,16.9439,25.2174,b'8488-12705',844.41,2591.54,1662.55,189.993,3306.16
3968,0.562602,0.960609,b'8488-1901',112.472,294.491,205.934,22.2996,368.386
3969,13.1313,19.6155,b'8488-1902',139.041,264.048,206.139,50.3596,302.839
3970,14.8893,19.1766,b'8488-3701',119.055,219.621,173.535,43.6978,271.079
3971,66.2461,86.2427,b'8488-3702',471.9,829.061,681.492,194.049,892.362
3972,0.417974,1.48115,b'8488-3703',74.3976,185.143,132.339,16.9752,233.962
3973,0.50415,0.953805,b'8488-3704',100.22,287.85,204.892,23.3028,357.753
3974,6.67544,15.915,b'8488-6101',784.292,2220.93,1558.35,178.928,2840.67
3975,7.30724,5.52098,b'8488-6102',221.086,909.026,551.873,115.118,1522.09
3976,1.71751,2.92099,b'8488-6103',269.705,940.637,619.783,55.3594,1247.18
3977,13.8818,16.1153,b'8488-6104',106.43,204.712,155.212,44.1414,259.255
3978,16.4158,24.0525,b'8488-9101',146.68,274.632,214.618,58.7352,320.878
3979,9.45746,14.1465,b'8488-9102',142.151,306.138,215.491,42.1043,283.518
3980,0.0,0.0,b'8546-12701',293.3,1033.08,620.748,126.363,1040.18
3981,60.4166,68.6153,b'8546-12703',272.263,433.701,338.618,133.01,386.282
3982,16.9007,34.6384,b'8546-12704',315.612,708.296,512.494,112.591,855.839
3983,143.37,189.969,b'8546-12705',1104.06,2008.44,1591.53,435.905,2212.93
3984,0.784308,0.453338,b'8546-1901',196.715,640.566,438.282,46.5487,838.479
3985,123.585,203.013,b'8546-1902',1231.46,2289.77,1764.65,500.79,2714.21
3986,1.08443,1.43745,b'8546-3701',153.985,638.817,409.704,27.1106,725.124
3987,0.0,0.0,b'8546-3702',918.829,2839.03,1921.0,181.866,3571.01
3988,-0.26585,1.59725,b'8546-3703',264.473,852.21,579.465,46.9196,1114.19
3989,3.76918,5.62756,b'8546-3704',173.357,503.44,335.096,49.8478,586.929
3990,19.4934,26.3166,b'8546-6101',201.771,444.426,327.973,64.5328,506.584
3991,22.3265,38.8377,b'8546-6102',292.186,659.807,471.147,103.169,761.401
3992,0.0,0.0,b'8546-6103',220.332,633.012,425.625,56.0109,770.476
3993,1.34292,2.61388,b'8546-6104',290.48,850.346,598.747,63.0577,1086.98
3994,2.05127,2.2412,b'8546-9101',63.6706,197.819,126.477,24.1411,226.389
3995,16.5195,21.2922,b'8546-9102',149.504,311.991,232.438,48.4117,347.466
3996,15.4217,26.1114,b'8547-12701',837.828,2412.99,1645.7,214.487,2997.67
3997,11.6125,14.5964,b'8547-12702',214.255,662.246,431.87,60.9157,818.837
3998,0.0,0.0,b'8547-12703',3247.55,12498.0,7607.21,2288.78,9730.68
3999,2.68649,7.22654,b'8547-12704',170.851,433.067,318.438,40.6762,620.555
4000,0.0,19.4763,b'8547-12705',127.602,235.129,181.453,56.5077,269.993
4001,1.24869,2.01502,b'8547-1901',118.171,423.189,266.09,28.0493,572.516
4002,0.0,0.778852,b'8547-1902',139.764,549.418,359.44,32.7344,728.868
4003,1.20092,-1.0786,b'8547-3701',399.78,1253.64,965.373,107.259,1059.45
4004,4.2419,5.96652,b'8547-3702',171.074,477.151,341.342,42.8493,613.406
4005,14.0504,26.8782,b'8547-3703',689.09,2082.44,1421.09,218.147,2554.26
4006,0.0,19.3287,b'8547-3704',123.516,243.629,185.705,44.6537,247.133
4007,0.256821,0.841223,b'8547-6101',119.618,359.073,253.086,23.3338,436.471
4008,44.1234,72.5857,b'8547-6102',869.91,2176.82,1574.72,266.547,2866.83
4009,25.6223,39.2563,b'8547-6103',257.166,520.368,390.202,103.306,599.449
4010,0.0,3.00009,b'8547-6104',85.8711,264.911,177.316,21.9714,373.468
4011,5.1811,7.18735,b'8547-9101',1229.78,4157.7,2702.68,316.941,5410.32
4012,0.0,4.36371,b'8547-9102',188.84,558.752,382.177,44.2684,724.062
4013,0.0,0.0,b'8548-12701',246.647,776.41,506.99,67.7286,1039.12
4014,0.0,0.0,b'8548-12702',361.424,750.37,531.488,152.826,571.039
4015,0.0,0.0,b'8548-12703',517.431,1032.46,767.382,202.491,1126.74
4016,40.8449,73.1881,b'8548-12704',1063.02,2509.63,1807.91,368.135,3038.45
4017,0.0,0.0,b'8548-12705',217.198,789.769,479.25,58.8278,997.982
4018,0.0,0.0,b'8548-1901',90.2618,222.852,166.8,22.3343,269.053
4019,45.9358,60.9713,b'8548-1902',315.588,600.061,452.845,130.514,635.414
4020,0.0,0.0,b'8548-3701',205.564,722.863,487.226,41.5472,925.201
4021,74.7451,100.096,b'8548-3702',365.826,520.432,457.536,179.087,571.171
4022,1.66491,5.87729,b'8548-3703',402.266,1356.78,946.37,144.607,1758.93
4023,0.0,0.0,b'8548-3704',630.292,1029.55,843.449,320.992,1298.97
4024,0.0,0.0,b'8548-6101',292.502,871.887,617.723,66.3953,1178.67
4025,0.0,0.0,b'8548-6102',338.423,719.456,527.4,123.447,889.67
4026,86.3196,106.751,b'8548-6103',653.985,1084.22,890.786,282.579,1007.23
4027,0.0,0.0,b'8548-6104',180.837,521.384,358.888,51.262,720.171
4028,0.0,0.0,b'8548-9101',253.408,844.14,541.671,32.0358,990.05
4029,0.0,0.0,b'8548-9102',487.942,608.666,567.549,246.547,633.138
4030,0.0,0.0,b'8549-12702',1099.86,2675.15,1877.98,334.82,2995.15
4031,0.0,0.0,b'8549-12703',276.697,726.305,459.159,168.506,610.743
4032,0.0,0.0,b'8549-12704',378.872,1037.04,706.712,131.322,1575.2
4033,0.0,0.0,b'8549-12705',964.262,3235.66,2045.7,273.552,5377.17
4034,0.0,0.0,b'8549-1901',149.442,281.492,226.882,53.7254,335.694
4035,0.0,0.0,b'8549-1902',119.576,259.617,195.371,43.4658,306.883
4036,0.0,0.0,b'8549-3701',110.411,323.11,221.691,22.9111,411.616
4037,18.0179,30.0017,b'8549-3702',210.141,411.627,333.447,74.9115,478.897
4038,0.0,0.0,b'8549-3703',343.74,853.378,603.524,115.678,977.014
4039,0.0,0.0,b'8549-3704',193.051,671.622,443.92,37.8798,909.249
4040,0.0,0.0,b'8549-6101',659.714,2106.41,1403.41,143.118,2815.98
4041,0.0,0.0,b'8549-6102',258.736,699.672,497.379,95.3498,949.764
4042,0.0,0.0,b'8549-6103',209.444,347.04,267.342,116.937,297.252
4043,0.0,0.0,b'8549-6104',529.187,992.623,803.63,187.659,1142.5
4044,0.0,0.0,b'8549-9101',968.421,2895.37,1971.48,254.712,3934.91
4045,0.0,0.0,b'8549-9102',301.448,557.346,428.427,131.638,648.188
4046,28.2946,59.1152,b'8550-12701',2435.51,7424.88,4964.51,646.295,9137.19
4047,35.9741,70.0902,b'8550-12702',1505.47,4587.55,3075.61,371.639,5743.91
4048,26.2074,59.0474,b'8550-12703',762.598,2155.26,1417.31,204.493,2378.11
4049,67.1606,100.825,b'8550-12704',1134.57,2894.25,2058.86,334.407,3637.53
4050,121.179,218.298,b'8550-12705',3260.2,9136.55,6090.97,977.099,10497.7
4051,1.39291,0.88359,b'8550-1901',222.423,667.196,463.194,41.6468,803.045
4052,0.331548,2.19318,b'8550-1902',288.765,901.176,622.252,61.7683,1147.77
4053,4.87915,14.9544,b'8550-3701',368.733,998.289,699.461,92.2522,1310.66
4054,-0.269296,2.69996,b'8550-3702',393.08,1137.93,787.022,91.1947,1495.21
4055,1.01835,5.61077,b'8550-3703',601.182,1757.05,1237.55,127.15,2291.92
4056,24.4578,36.0171,b'8550-3704',722.708,1856.0,1319.07,194.186,2192.95
4057,3.36438,16.098,b'8550-6101',1360.94,4306.27,2941.01,259.946,5700.34
4058,3.0816,6.92184,b'8550-6102',160.163,486.86,304.553,27.659,539.17
4059,89.9458,117.533,b'8550-6103',1149.59,2741.33,2005.7,346.805,3467.64
4060,11.7822,18.2097,b'8550-6104',557.119,1395.3,1015.4,151.556,1715.96
4061,4.99753,6.65402,b'8550-9101',181.889,526.4,348.491,50.0055,434.12
4062,57.0601,111.458,b'8550-9102',1166.91,2789.17,2017.75,370.08,3475.95
4063,21.4295,28.4068,b'8551-12701',350.23,895.207,598.26,115.992,1083.65
4064,20.7481,28.8582,b'8551-12702',349.762,982.599,694.927,100.274,1182.5
4065,10.8367,12.81,b'8551-12703',115.716,254.201,188.389,39.0604,283.298
4066,33.423,51.9574,b'8551-12704',811.952,2251.89,1550.45,241.093,2887.99
4067,213.082,308.407,b'8551-12705',1757.31,3459.47,2550.75,672.649,3510.87
4068,4.20494,7.3251,b'8551-1901',616.74,1955.25,1308.04,125.578,2535.18
4069,20.7235,23.9879,b'8551-1902',138.05,238.784,200.682,61.9417,264.383
4070,10.4291,16.2349,b'8551-3701',160.366,365.075,253.834,57.722,397.364
4071,2.49131,6.98826,b'8551-3702',676.426,2370.1,1388.28,232.753,2952.63
4072,0.808676,6.09864,b'8551-3703',728.355,2198.08,1515.93,161.104,2744.13
4073,0.0,-0.00137545,b'8551-3704',265.179,918.611,603.278,49.6503,1134.66
4074,-0.360098,3.32093,b'8551-6102',333.28,969.929,659.683,87.5043,1087.57
4075,1.46158,1.61281,b'8551-6103',297.784,987.887,663.264,47.9422,1238.07
4076,2.22726,3.31059,b'8551-6104',98.5911,266.514,183.144,27.2203,347.857
4077,13.5332,20.6756,b'8551-9101',180.126,382.807,291.045,71.2449,375.165
4078,9.91535,13.2169,b'8551-9102',110.881,223.205,177.784,42.0335,244.827
4079,26.4321,38.4851,b'8552-12701',864.357,2697.06,1770.78,290.151,3913.66
4080,64.6445,89.8082,b'8552-12702',415.064,608.83,520.042,184.889,598.534
4081,19.4886,32.1638,b'8552-12703',333.504,902.0,607.599,97.2275,976.086
4082,30.6117,48.8313,b'8552-12704',343.943,1002.29,471.364,106.74,777.685
4083,39.1563,52.3262,b'8552-12705',454.277,955.285,714.222,207.775,997.68
4084,-0.073615,3.41634,b'8552-1901',311.165,883.364,614.444,78.9653,1119.77
4085,1.93191,2.16366,b'8552-1902',139.128,393.398,281.104,31.8101,490.452
4086,12.4133,21.2122,b'8552-3701',200.72,356.494,280.959,81.9417,389.577
4087,15.4093,22.3219,b'8552-3702',134.453,237.865,186.01,67.2696,274.424
4088,-0.0856506,0.546126,b'8552-3703',76.5765,219.143,158.136,17.1103,292.223
4089,117.267,132.224,b'8552-3704',874.408,1484.88,1214.84,434.872,1972.15
4090,13.1621,21.5254,b'8552-6102',156.843,314.082,236.441,59.911,370.469
4091,1.09613,2.00229,b'8552-6103',146.857,582.454,361.56,20.1181,684.491
4092,3.87828,6.68828,b'8552-6104',557.169,1871.91,1247.55,110.43,2483.18
4093,27.8466,43.8785,b'8552-9101',410.585,1000.82,699.084,140.8,1224.78
4094,1.71276,2.90208,b'8552-9102',163.502,591.15,397.664,21.0987,743.334
4095,6.55073,6.41998,b'8553-12701',109.361,278.122,197.293,23.031,350.487
4096,57.5382,79.3587,b'8553-12703',479.971,797.771,656.164,251.377,970.913
4097,51.1597,70.7402,b'8553-12704',447.592,1021.58,726.746,158.779,927.7
4098,398.101,325.933,b'8553-1901',917.406,1367.39,1169.36,721.864,1573.05
4099,0.0,0.0,b'8553-1902',221.484,707.255,487.852,39.0696,908.896
4100,-0.153109,5.95015,b'8553-3701',282.561,738.503,504.038,74.9289,816.412
4101,3.86639,0.054966,b'8553-3702',659.041,2246.84,1445.28,138.922,2711.25
4102,9.21344,12.1365,b'8553-3703',271.647,890.999,592.412,59.5849,1168.68
4103,32.8136,48.2142,b'8553-3704',262.587,466.998,359.501,101.422,475.018
4104,3.27561,3.87439,b'8553-6101',335.92,845.915,619.857,81.2254,1022.87
4105,3.04089,13.4655,b'8553-6102',1381.62,4371.27,2973.4,285.156,5546.89
4106,0.567406,-1.3867e-05,b'8553-6103',241.267,830.101,543.394,45.0174,1107.32
4107,2.45925,0.000174749,b'8553-6104',285.809,979.788,640.891,68.8143,1279.51
4108,9.5426,13.8297,b'8553-9101',179.879,474.16,328.437,56.9995,601.708
4109,74.2681,109.57,b'8553-9102',601.07,1419.64,1000.7,277.145,1761.95
4110,19.921,31.6355,b'8554-12701',303.396,809.945,559.833,104.029,975.81
4111,20.8056,36.0879,b'8554-12702',489.779,1161.89,846.9,145.255,1393.31
4112,17.5478,23.7657,b'8554-12703',310.235,848.046,570.404,102.56,975.726
4113,0.0,0.0,b'8554-12705',823.729,2208.46,1572.12,243.162,2729.19
4114,0.215519,1.28431,b'8554-1901',151.751,460.988,314.77,33.1067,592.045
4115,1.29466,4.31042,b'8554-1902',376.611,1106.8,766.577,98.5613,1453.28
4116,5.41752,16.4005,b'8554-3701',438.566,1043.81,770.289,129.129,1287.83
4117,1.1971,3.36129,b'8554-3702',435.384,1527.28,1002.91,98.5395,1891.88
4118,6.31407,11.1756,b'8554-3703',474.126,1394.52,944.758,118.133,1797.51
4119,0.0,0.0,b'8554-3704',847.842,2116.23,1531.87,237.984,2536.2
4120,65.6618,93.3045,b'8554-6101',422.728,722.009,576.791,176.087,794.707
4121,2.84103,0.00818958,b'8554-6102',215.273,854.466,532.994,46.4194,1267.73
4122,-2.16862,2.90037,b'8554-6103',241.564,955.123,597.71,70.1228,1453.97
4123,5.00906,5.76548,b'8554-6104',457.637,1570.62,1036.75,113.823,2061.04
4124,0.0,0.0,b'8554-9101',458.25,912.629,695.543,170.972,1013.29
4125,1.97104,1.72379,b'8554-9102',133.889,498.853,314.86,36.2642,599.176
4126,0.0,0.0,b'8555-12702',312.39,845.264,584.512,85.5982,1047.56
4127,12.8551,16.3035,b'8555-12703',277.773,906.995,536.711,69.929,998.686
4128,2.4329,1.79618,b'8555-12704',230.668,935.757,599.392,50.2759,1132.79
4129,34.9253,55.5369,b'8555-12705',865.952,2249.65,1595.81,228.081,2834.07
4130,0.0,0.0,b'8555-1901',79.8822,229.333,158.864,21.3295,296.665
4131,2.28319,5.34251,b'8555-1902',192.169,538.745,380.593,49.4692,684.529
4132,4.23834,15.1735,b'8555-3701',738.029,2060.75,1446.24,151.735,2712.34
4133,1.30242,1.21025,b'8555-3702',131.987,512.702,343.074,24.6911,684.725
4134,1.95695,5.80015,b'8555-3703',233.534,736.618,483.823,48.6166,925.489
4135,2.26761,1.64081,b'8555-3704',132.217,494.15,320.857,35.2822,636.853
4136,4.65314,4.28052,b'8555-6101',834.619,2863.96,1914.27,226.048,3442.0
4137,2.43074,3.8306,b'8555-6102',142.982,530.199,346.42,34.6991,725.078
4138,0.286323,1.57796,b'8555-6103',210.905,833.329,535.326,66.8012,1024.72
4139,2.15397,8.81775,b'8555-6104',846.358,2793.38,1804.94,193.818,3484.13
4140,6.30055,20.389,b'8555-9101',1836.96,5946.88,3942.25,360.454,7848.62
