Plate-IFU,extinction,ha_6564,ha_6564c,l_ha,l_hac
11831-6103,0.1777693095586685,1.0809875488281251e-14,1.619252417182106e-14,1.125436044144498e+40,1.6858335110709014e+40
11831-9101,0.32198499200348685,2.440650390625e-14,5.0742184227007194e-14,3.858522488107732e+40,8.02203624442397e+40
11831-9102,0.19581108682803045,5.422337890625e-14,8.462355811153531e-14,1.212754891368212e+41,1.892682383408558e+41
11832-12701,0.10707286556780647,1.520530029296875e-14,1.939533719792325e-14,1.2109401872045978e+40,1.5446319904783578e+40
11832-12702,0.13052619773012106,7.0245361328125e-16,9.450898808510641e-16,3.7776254325250923e+39,5.0824645249502704e+39
11832-12703,999.0,0.0,999.0,999.0,999.0
11832-12704,0.284199294246143,1.230375244140625e-14,2.3474650096422685e-14,4.928167363697626e+40,9.402579012406497e+40
11832-12705,0.40371936071540426,1.5142437744140626e-14,3.790945576845672e-14,2.5530604813239947e+40,6.391648096978166e+40
11832-1901,999.0,0.0,999.0,999.0,999.0
11832-1902,0.3225318117463339,9.923863525390626e-15,2.0657805672425018e-14,4.104116537012586e+40,8.543249477552111e+40
11832-3701,0.53015205749199,1.5718272705078125e-14,5.2453072245717666e-14,3.238231960118905e+40,1.080622649444385e+41
11832-3702,999.0,0.0,999.0,999.0,999.0
11832-3703,999.0,0.0,999.0,999.0,999.0
11832-3704,0.6150506475059153,5.67285693359375e-14,2.296042011538242e-13,1.309648145466901e+41,5.3006927506282354e+41
11832-6101,999.0,0.0,999.0,999.0,999.0
11832-6102,0.4398888645363476,4.0217407226562505e-15,1.0931313653130133e-14,9.013154453296103e+39,2.4498252156845374e+40
11832-6103,0.3373183691536718,1.4967283935546875e-14,3.222134696647342e-14,1.200897857368767e+40,2.5852751040337456e+40
11832-6104,0.33904572849349396,4.29400110244751e-17,9.280429902957921e-17,1.72426034258218e+38,3.7265657045740685e+38
11832-9101,0.0886568612799624,2.827708435058594e-16,3.4590487342512e-16,1.3297392768400056e+39,1.6266291479737433e+39
11832-9102,0.24864192523050027,1.4646591796875e-14,2.5774834564557433e-14,6.246602046690254e+40,1.0992668914171503e+41
11833-12701,0.4857689265415647,8.831468505859376e-15,2.6643054233066184e-14,3.5978292375617567e+40,1.085404533052132e+41
11833-12702,0.3099234539094562,1.3903474121093751e-14,2.8124173376050105e-14,3.1322747915145484e+40,6.336016346039441e+40
11833-12703,0.10327710751115264,1.18417041015625e-14,1.497508738531515e-14,5.227137379607443e+40,6.610268113720233e+40
11833-12704,0.3469727283220293,4.4165134429931643e-16,9.718763950028417e-16,1.759389770795345e+39,3.871627268695948e+39
11833-12705,0.17863361265294583,1.0637055664062501e-13,1.5964985716977158e-13,1.4172637826838218e+41,2.127148410455407e+41
11833-1901,999.0,0.0,999.0,999.0,999.0
11833-1902,0.23313408383617193,9.488002319335938e-15,1.6118504682889846e-14,4.748054239045638e+40,8.06613783501146e+40
11833-3701,0.40922785515740484,1.4158087968826295e-17,3.589172611318986e-17,7.621453173481767e+37,1.9320907631695295e+38
11833-3702,999.0,0.0,999.0,999.0,999.0
11833-3703,999.0,0.0,999.0,999.0,999.0
11833-3704,0.21738031146220968,1.1510939941406251e-14,1.8867251188786234e-14,4.581522797522816e+40,7.509442485845637e+40
11833-6103,0.2154871451330056,2.79236865234375e-14,4.557237512355385e-14,1.4901323971345979e+41,2.4319450989746536e+41
11833-6104,0.277541668017736,2.0139894104003906e-15,3.784829476442697e-15,4.3989065210811487e+39,8.2667321779979e+39
11833-9101,999.0,0.0,999.0,999.0,999.0
11833-9102,0.41599480823083046,3.0540625e-14,7.862270745689581e-14,6.275356076769048e+40,1.6155055275118508e+41
11834-12701,999.0,0.0,999.0,999.0,999.0
11834-12702,0.31571074587857206,1.3627330322265626e-14,2.7930610695596277e-14,5.76913226158491e+40,1.1824428074988006e+41
11834-12703,0.15841260165211526,2.6734392089843752e-14,3.832262359368965e-14,1.1489414178401084e+41,1.6469590682712212e+41
11834-12704,0.26903453659773635,7.33688232421875e-15,1.3523915484157181e-14,3.4466229089228113e+40,6.353084984362949e+40
11834-12705,0.4337109322025774,4.368631744384766e-16,1.170859730412826e-15,1.8452196676462655e+39,4.945469265954375e+39
11834-1901,999.0,0.0,999.0,999.0,999.0
11834-1902,0.26030625889597286,7.38733154296875e-15,1.3349405623244188e-14,3.293239720802146e+40,5.951105969977887e+40
11834-3701,0.5430584986351862,5.736566772460938e-15,1.9713303258277005e-14,2.5406767119470033e+40,8.73085461922851e+40
11834-3702,999.0,0.0,999.0,999.0,999.0
11834-3703,999.0,0.0,999.0,999.0,999.0
11834-3704,999.0,0.0,999.0,999.0,999.0
11834-6101,999.0,0.0,999.0,999.0,999.0
11834-6102,0.22413952011271773,3.133579345703125e-14,5.2156835088902545e-14,1.369782269295164e+41,2.2799329471358825e+41
11834-6103,0.33640199961266726,1.1297766113281251e-14,2.427105384495972e-14,4.909795274953461e+40,1.0547740525982128e+41
11834-6104,0.33923656687217263,1.032527313232422e-15,2.2325227214174526e-15,4.729138031701572e+39,1.0225306365446804e+40
11834-9101,0.2255168899275269,9.220428466796876e-16,1.5395059672983691e-15,4.0514980493619814e+39,6.764658980817707e+39
11834-9102,0.6094966048579767,4.389943359375e-14,1.7545023941159522e-13,8.67726806355537e+40,3.4679918043546882e+41
11835-12701,999.0,0.0,999.0,999.0,999.0
11835-12702,999.0,0.0,999.0,999.0,999.0
11835-12703,999.0,0.0,999.0,999.0,999.0
11835-12704,999.0,0.0,999.0,999.0,999.0
11835-12705,0.4333094786950058,7.1745654296875e-15,1.921138687996453e-14,1.1029626973770437e+41,2.9534113670216495e+41
11835-1901,999.0,0.0,999.0,999.0,999.0
11835-1902,999.0,0.0,999.0,999.0,999.0
11835-3701,999.0,0.0,999.0,999.0,999.0
11835-3702,999.0,0.0,999.0,999.0,999.0
11835-3703,999.0,0.0,999.0,999.0,999.0
11835-3704,0.3108584249666848,3.7265029296875004e-14,7.554068246929103e-14,6.357591993360815e+40,1.2887601247104079e+41
11835-6101,0.1133686208588943,4.6596025390625e-14,6.029292810771011e-14,5.361356114997507e+40,6.937326866218381e+40
11835-6102,999.0,0.0,999.0,999.0,999.0
11835-6103,999.0,0.0,999.0,999.0,999.0
11835-6104,0.2241287392545022,2.262019157409668e-16,3.7649236211160187e-16,3.7252054174061515e+38,6.2002630806904914e+38
11835-9102,999.0,0.0,999.0,999.0,999.0
11863-12701,0.08829088835626826,8.680096435546876e-15,1.0609265433801756e-14,7.484090969729132e+39,9.147445332912666e+39
11863-12702,0.19640085627991777,2.4352453613281254e-15,3.8056570604343714e-15,2.4703923652829705e+40,3.860582714283445e+40
11863-12703,0.2804846950293004,1.7840784912109375e-14,3.375269448262133e-14,1.7774692309455854e+41,3.3627654948995688e+41
11863-12704,999.0,0.0,999.0,999.0,999.0
11863-12705,999.0,0.0,999.0,999.0,999.0
11863-1901,0.26524892864539007,9.671519165039063e-15,1.7674553002689012e-14,3.229837762751128e+40,5.90247899566673e+40
11863-1902,999.0,0.0,999.0,999.0,999.0
11863-3701,999.0,0.0,999.0,999.0,999.0
11863-3702,999.0,0.0,999.0,999.0,999.0
11863-3703,999.0,999.0,999.0,999.0,999.0
11863-3704,999.0,0.0,999.0,999.0,999.0
11863-6101,999.0,0.0,999.0,999.0,999.0
11863-6102,999.0,0.0,999.0,999.0,999.0
11863-6103,999.0,0.0,999.0,999.0,999.0
11863-6104,999.0,0.0,999.0,999.0,999.0
11863-9101,999.0,0.0,999.0,999.0,999.0
11863-9102,999.0,0.0,999.0,999.0,999.0
11868-12701,0.2662857068826645,2.855550231933594e-15,5.230787220993049e-15,9.173276896213948e+39,1.680357747755514e+40
11868-12702,999.0,0.0,999.0,999.0,999.0
11868-12703,0.2698451758800236,2.3413319396972657e-15,4.323686007351676e-15,1.0789668955722957e+40,1.9925043474975235e+40
11868-12704,0.2545910331688122,2.80912255859375e-14,5.010752540052176e-14,2.3199307713985703e+41,4.138160141845102e+41
11868-12705,999.0,0.0,999.0,999.0,999.0
11868-1901,999.0,0.0,999.0,999.0,999.0
11868-1902,999.0,0.0,999.0,999.0,999.0
11868-3701,999.0,0.0,999.0,999.0,999.0
11868-3702,999.0,0.0,999.0,999.0,999.0
11868-3703,999.0,0.0,999.0,999.0,999.0
11868-3704,999.0,0.0,999.0,999.0,999.0
11868-6101,0.45108569203001214,1.692071228027344e-15,4.717701254153346e-15,4.8979042065673687e+39,1.365595516034176e+40
11868-6102,0.18261307224283213,2.355043983459473e-16,3.5667662411477587e-16,7.580622210180101e+38,1.148102013213656e+39
11868-6103,999.0,0.0,999.0,999.0,999.0
11868-6104,0.30081134308725027,1.1584443359375e-13,2.295282409512032e-13,7.421444650041603e+41,1.4704471186025725e+42
11868-9101,0.2364995574288454,9.9285986328125e-15,1.6996532053497833e-14,2.8278431178547136e+40,4.840917431795287e+40
11868-9102,0.17563846238230219,4.413874816894532e-16,6.579763774331634e-16,1.5677206517077356e+39,2.337001383205431e+39
11871-12701,0.24039669656481638,1.9569154357910156e-15,3.3798052617642035e-15,3.113750553880988e+39,5.3777850148002206e+39
11871-12702,999.0,0.0,999.0,999.0,999.0
11871-12703,0.20951459688713142,8.910107421875e-16,1.4345501989968407e-15,1.049578039087129e+40,1.6898476230921898e+40
11871-12704,0.46559114635473514,8.113191223144532e-16,2.3378857931312313e-15,8.006986498937888e+38,2.3072819888996947e+39
11871-12705,999.0,0.0,999.0,999.0,999.0
11871-1901,999.0,0.0,999.0,999.0,999.0
11871-1902,0.3232206274440639,4.4432006835937505e-15,9.263590157769299e-15,7.55848780498737e+39,1.5758624969707131e+40
11871-3701,999.0,0.0,999.0,999.0,999.0
11871-3702,0.25239218769555255,2.6124140625000002e-14,4.6366421678034445e-14,3.3635477892821484e+40,5.969791595090093e+40
11871-3703,999.0,0.0,999.0,999.0,999.0
11871-3704,999.0,0.0,999.0,999.0,999.0
11871-6101,999.0,0.0,999.0,999.0,999.0
11871-6102,999.0,0.0,999.0,999.0,999.0
11871-6103,0.32452299742076063,5.4741259765625003e-14,1.1446794619608714e-13,5.76119582772746e+40,1.2047078508184917e+41
11871-6104,0.22168629849808932,8.531845855712891e-16,1.4121853907818558e-15,1.0780774702016191e+39,1.7844265816527437e+39
11871-9101,999.0,0.0,999.0,999.0,999.0
11871-9102,999.0,0.0,999.0,999.0,999.0
11872-12701,999.0,0.0,999.0,999.0,999.0
11872-12702,0.4289477030466587,4.571610717773438e-15,1.2120664068408166e-14,4.1122611111929613e+40,1.090279522194849e+41
11872-12703,999.0,0.0,999.0,999.0,999.0
11872-12704,0.3023158411761489,7.464555053710938e-15,1.4840554353621578e-14,4.503181766277146e+40,8.952940032701585e+40
11872-12705,0.29236528607545637,3.292787109375e-14,6.40009857846524e-14,3.6272187805944565e+41,7.050124101667578e+41
11872-1901,999.0,0.0,999.0,999.0,999.0
11872-1902,999.0,0.0,999.0,999.0,999.0
11872-3701,999.0,0.0,999.0,999.0,999.0
11872-3702,999.0,0.0,999.0,999.0,999.0
11872-3703,999.0,0.0,999.0,999.0,999.0
11872-3704,999.0,0.0,999.0,999.0,999.0
11872-6101,0.06773502428411013,1.7239154052734376e-15,2.0108698686969086e-15,1.5815035892323622e+39,1.844752883520375e+39
11872-6102,999.0,0.0,999.0,999.0,999.0
11872-6103,999.0,0.0,999.0,999.0,999.0
11872-6104,0.23532461459201912,3.8271183013916017e-16,6.5340784823814e-16,6.644921871680826e+39,1.134494353181285e+40
11872-9101,0.37529098272150485,1.1685916748046875e-14,2.7425215331332927e-14,1.4936139774821208e+41,3.505303506563327e+41
11872-9102,0.24827993515678026,4.0411613464355473e-16,7.105720853112043e-16,3.4669051297761963e+39,6.095985278623106e+39
11941-12701,999.0,999.0,999.0,999.0,999.0
11941-12702,999.0,0.0,999.0,999.0,999.0
11941-12703,0.19335408504180907,4.9654091796875004e-14,7.70609210588149e-14,1.1855673151300325e+41,1.8399472425129802e+41
11941-12704,0.20702629265019856,7.824541625976563e-15,1.2526659177844622e-14,1.6899965893974e+40,2.705591240874621e+40
11941-12705,0.2771339848435098,2.2726540527343752e-14,4.266974048858509e-14,5.01766377571051e+40,9.420809599725097e+40
11941-1902,999.0,0.0,999.0,999.0,999.0
11941-3701,999.0,0.0,999.0,999.0,999.0
11941-3703,999.0,0.0,999.0,999.0,999.0
11941-3704,999.0,0.0,999.0,999.0,999.0
11941-6101,0.256652872190139,2.614435424804688e-15,4.685388797890608e-15,7.350520935844682e+39,1.3173034653950157e+40
11941-6102,999.0,0.0,999.0,999.0,999.0
11941-6103,0.2713142151235496,2.2190437316894533e-15,4.1115658888119895e-15,6.110353429025136e+39,1.132159784351695e+40
11941-6104,0.36415805183274697,1.1785015869140625e-14,2.696665012121392e-14,2.3023366565331114e+40,5.268241279211893e+40
11941-9101,0.08734444574502379,6.631548828125001e-14,8.088004952724512e-14,1.1785504692784892e+41,1.4373900094248908e+41
11941-9102,0.7168741494030978,7.583416748046875e-16,3.868682452952636e-15,1.4433236659081177e+39,7.363120247437434e+39
11942-12701,0.4303354176107547,1.4381697998046876e-14,3.8250515193257527e-14,3.812441019431037e+40,1.0139820288045918e+41
11942-12702,0.22586471774178876,8.340696289062501e-14,1.3937213624909065e-13,1.6681911069110737e+41,2.787529364266836e+41
11942-12703,999.0,0.0,999.0,999.0,999.0
11942-12704,0.25749792576082425,5.1721375e-13,9.286926625783258e-13,9.930406812494345e+41,1.7830724614690384e+42
11942-1902,999.0,0.0,999.0,999.0,999.0
11942-3701,999.0,0.0,999.0,999.0,999.0
11942-3702,0.19083498725600798,1.8788197040557863e-17,2.8991948571179775e-17,4.2292743539450294e+37,6.526166629948394e+37
11942-3703,999.0,0.0,999.0,999.0,999.0
11942-6101,0.28273524634515823,2.317838191986084e-17,4.407571333965743e-17,4.841557351749781e+37,9.206643271780014e+37
11942-6103,0.5178951303067355,1.104792709350586e-15,3.585476432927428e-15,2.9134305823186234e+39,9.455200603209806e+39
11942-9101,0.26726573306587853,2.5919366455078125e-15,4.758489480771512e-15,5.249392489755827e+39,9.637264470270321e+39
11942-9102,999.0,0.0,999.0,999.0,999.0
11943-12701,0.30001969512565657,9.681046295166017e-16,1.9147044206023372e-15,2.107938195006808e+39,4.1690520397070717e+39
11943-12702,999.0,0.0,999.0,999.0,999.0
11943-12703,999.0,0.0,999.0,999.0,999.0
11943-12704,999.0,0.0,999.0,999.0,999.0
11943-12705,999.0,0.0,999.0,999.0,999.0
11943-1901,999.0,0.0,999.0,999.0,999.0
11943-1902,999.0,0.0,999.0,999.0,999.0
11943-3701,0.26252679108473537,7.141798095703125e-15,1.297101663603078e-14,1.458890665065962e+40,2.649654167359594e+40
11943-3702,0.3651141463314514,1.4052227783203126e-14,3.2224476162767686e-14,6.134229847044468e+40,1.4066975467000595e+41
11943-3703,0.42726664378851326,8.189964843750001e-14,2.163115295577703e-13,1.866551499612189e+41,4.92989429847896e+41
11943-3704,0.3029755163793564,1.4707148437500002e-13,2.9283697064628965e-13,3.341379119943902e+41,6.653086717818322e+41
11943-6101,999.0,0.0,999.0,999.0,999.0
11943-6102,0.24548435510941946,2.9689202880859376e-15,5.187291965405916e-15,6.147402646849373e+39,1.0740730388108616e+40
11943-6103,999.0,0.0,999.0,999.0,999.0
11943-6104,999.0,0.0,999.0,999.0,999.0
11943-9101,999.0,0.0,999.0,999.0,999.0
11943-9102,999.0,0.0,999.0,999.0,999.0
11944-12701,0.14321532307193838,1.2072294921875e-14,1.6717525853066295e-14,2.5818517777884123e+40,3.5753081020041264e+40
11944-12702,0.08941102291223461,3.799107055664063e-15,4.655304505111856e-15,1.3709304701211886e+40,1.6798944331498257e+40
11944-12703,0.29460670142961143,3.2072106933593754e-14,6.265608095286913e-14,2.0344100583190948e+40,3.97442430487336e+40
11944-12704,0.24682085739622797,2.6107753906250002e-14,4.5754209960158075e-14,3.168200506331903e+41,5.552316437603887e+41
11944-12705,999.0,0.0,999.0,999.0,999.0
11944-1901,999.0,0.0,999.0,999.0,999.0
11944-1902,999.0,0.0,999.0,999.0,999.0
11944-3701,999.0,0.0,999.0,999.0,999.0
11944-3702,0.2897422093053362,5.8474523925781256e-15,1.1297964445480965e-14,2.0211057809864293e+40,3.905013623218761e+40
11944-3703,0.20040355604127935,6.842349243164063e-15,1.0790551154781402e-14,6.556613318396261e+39,1.033993865264318e+40
11944-3704,999.0,0.0,999.0,999.0,999.0
11944-6101,999.0,0.0,999.0,999.0,999.0
11944-6102,999.0,0.0,999.0,999.0,999.0
11944-6103,0.15444602289276593,1.0032454223632813e-14,1.4252015978989815e-14,3.495454049772988e+40,4.965611191510641e+40
11944-6104,999.0,0.0,999.0,999.0,999.0
11944-9101,0.6073168152557193,3.2630102539062504e-14,1.297662034004649e-13,3.989578558533256e+41,1.5866099779765954e+42
11944-9102,999.0,0.0,999.0,999.0,999.0
11945-12701,0.38140449068616233,2.6422141113281252e-14,6.287681301763327e-14,5.84191692335621e+40,1.3902019388950262e+41
11945-12702,0.12036787940683052,4.5690346679687503e-14,6.006916899048966e-14,9.401119166714571e+40,1.2359665814839714e+41
11945-12703,999.0,0.0,999.0,999.0,999.0
11945-12704,0.246206649125076,3.019390563964844e-15,5.284142214925427e-15,1.0234055424919996e+40,1.791030446544642e+40
11945-12705,0.3249204083686394,2.3830341796875003e-14,4.987600945402992e-14,1.645516759596393e+41,3.4440047128974403e+41
11945-1901,999.0,0.0,999.0,999.0,999.0
11945-1902,999.0,0.0,999.0,999.0,999.0
11945-3701,999.0,0.0,999.0,999.0,999.0
11945-3702,999.0,0.0,999.0,999.0,999.0
11945-3703,999.0,0.0,999.0,999.0,999.0
11945-6101,0.4714195177552677,9.681991210937501e-14,2.827157685057778e-13,2.146812075979022e+41,6.2687272966355444e+41
11945-6102,0.35417201034805057,2.29093603515625e-14,5.124500880755783e-14,4.885970696754864e+40,1.0929227509907126e+41
11945-6103,0.3998981815928795,2.378634765625e-14,5.903468456032767e-14,4.774409800590639e+40,1.1849476876940627e+41
11945-6104,0.5664683999847916,2.0120123291015625e-15,7.292026564565909e-15,4.106352500367244e+39,1.488242943795504e+40
11945-9101,0.4026070834286629,1.1681949615478516e-15,2.917219054162963e-15,3.341639237953902e+39,8.344748931446591e+39
11945-9102,0.1535211907814035,2.275536804199219e-15,3.2258189115063226e-15,1.5321208067854966e+40,2.1719465332841467e+40
11946-12701,0.6433902394931557,8.104489746093751e-15,3.498489070990017e-14,1.8849844923275073e+40,8.136968337299647e+40
11946-12702,0.3370479083998986,6.924790649414063e-15,1.4898424467520534e-14,6.947223475036467e+40,1.4946687841108112e+41
11946-12703,999.0,0.0,999.0,999.0,999.0
11946-12704,0.4715033758447208,4.17053125e-14,1.218034283483006e-13,3.9119952999412356e+41,1.1425269603609395e+42
11946-12705,999.0,0.0,999.0,999.0,999.0
11946-1901,999.0,0.0,999.0,999.0,999.0
11946-1902,999.0,0.0,999.0,999.0,999.0
11946-3701,0.5619679191937929,8.97364013671875e-15,3.219166052070343e-14,2.0155639231380853e+40,7.230549540976318e+40
11946-3702,999.0,0.0,999.0,999.0,999.0
11946-3703,0.30648597798398164,1.2630156250000002e-13,2.5349633267743604e-13,2.5936984872329063e+41,5.205739672338221e+41
11946-3704,999.0,0.0,999.0,999.0,999.0
11946-6101,999.0,0.0,999.0,999.0,999.0
11946-6102,999.0,0.0,999.0,999.0,999.0
11946-6103,0.5551854494925432,2.7866235351562503e-14,9.843677491664583e-14,2.5894212579455467e+41,9.147065411491667e+41
11946-6104,999.0,0.0,999.0,999.0,999.0
11946-9101,0.4153894407491117,1.99572998046875e-14,5.130671834157016e-14,1.8923907497341892e+41,4.8650047921813606e+41
11946-9102,999.0,0.0,999.0,999.0,999.0
11952-12701,999.0,0.0,999.0,999.0,999.0
11952-12702,0.2219295116219832,1.7975399169921877e-14,2.9769213253267e-14,6.398517517994571e+40,1.0596639924228891e+41
11952-12703,0.3973195857402394,8.91324951171875e-15,2.1992264955066116e-14,2.459450720725197e+40,6.0683695461462345e+40
11952-12704,999.0,0.0,999.0,999.0,999.0
11952-12705,0.09322352618690047,6.721903228759767e-16,8.3084980246952e-16,1.8926624774301205e+39,2.3393943530550163e+39
11952-1901,0.42078008357655533,3.0509287109375e-14,7.940103405990632e-14,7.764121314462008e+40,2.0206282065024347e+41
11952-1902,999.0,0.0,999.0,999.0,999.0
11952-3701,0.18548961678291476,5.8520184326171875e-15,8.921153973411622e-15,1.776163863958087e+40,2.7076865007913696e+40
11952-3702,0.2400249526834515,2.885058984375e-13,4.978601090727777e-13,7.410578209519526e+41,1.2788061858232665e+42
11952-3703,999.0,0.0,999.0,999.0,999.0
