Plate-IFU,extinction,ha_6564,ha_6564c,l_ha,l_hac
8485-12705,0.16164557253148554,2.4672839355468753e-15,3.562834427802957e-15,8.649210635160421e+39,1.2489728069112041e+40
8485-1901,0.39428706971138433,1.2182874755859376e-14,2.985313705202685e-14,4.928092797667758e+40,1.2075887887062522e+41
8485-1902,999.0,0.0,999.0,999.0,999.0
8485-3701,0.1743120436821049,1.1752520751953126e-14,1.7466740828632025e-14,3.9699795907319034e+40,5.9002324752116605e+40
8485-3702,0.2100472516653635,8.891122070312501e-14,1.433227787692624e-13,1.1316667653719443e+41,1.8242199822618032e+41
8485-3703,999.0,0.0,999.0,999.0,999.0
8485-3704,0.3563546907500812,8.841765136718751e-15,1.9876152732382798e-14,2.9723035317145435e+40,6.68169285768694e+40
8485-6101,0.2374076209214606,6.686677856445313e-15,1.1470416931530983e-14,2.1446512616508496e+40,3.6789635558945196e+40
8485-6102,0.1832831583556733,1.5540040283203127e-14,2.3571611478667217e-14,5.329895939906979e+40,8.084550234596773e+40
8485-6103,0.7714207903799576,3.4340224609375005e-14,1.9831233846492502e-13,5.180604063268356e+40,2.991761755009495e+41
8485-6104,999.0,0.0,999.0,999.0,999.0
8485-9101,999.0,0.0,999.0,999.0,999.0
8485-9102,0.2388875248154532,1.680552490234375e-14,2.892556470011665e-14,2.7835905919044734e+40,4.791098774519069e+40
8486-12701,0.2699098235209487,1.2894975662231447e-16,2.381636648408973e-16,4.571198738391477e+38,8.442772384907351e+38
8486-12702,0.06667581888107389,2.1056680297851562e-15,2.450260572117241e-15,7.349697796445437e+39,8.55247573352988e+39
8486-12703,0.19551988418527166,9.178763427734376e-15,1.4315331394249968e-14,8.815519337518253e+39,1.3748810689213106e+40
8486-12704,0.050896231934109096,4.744485092163086e-16,5.326400842720064e-16,4.399122535612598e+38,4.9386792298325e+38
8486-12705,0.5667961817143408,1.0594313964843751e-14,3.8425013591829877e-14,9.69606660680506e+40,3.5167118172079495e+41
8486-1901,0.2646051647783465,6.196346435546875e-15,1.1307169686987605e-14,5.204663549663229e+39,9.497534479691725e+39
8486-1902,999.0,0.0,999.0,999.0,999.0
8486-3701,999.0,0.0,999.0,999.0,999.0
8486-3702,999.0,0.0,999.0,999.0,999.0
8486-3703,999.0,0.0,999.0,999.0,999.0
8486-3704,999.0,0.0,999.0,999.0,999.0
8486-6101,0.45152581894906996,2.0348963623046878e-14,5.679218578514892e-14,1.753105001831597e+41,4.892763425658246e+41
8486-6102,0.2499656546628422,2.1416621398925782e-15,3.780219809472327e-15,1.949721278020156e+39,3.4414275066239806e+39
8486-6103,999.0,0.0,999.0,999.0,999.0
8486-6104,999.0,0.0,999.0,999.0,999.0
8486-9101,0.2873359804126602,9.273465576171876e-15,1.781968997807245e-14,7.544823745283929e+39,1.4497969391897942e+40
8486-9102,0.2615079388776222,1.5789912109375e-14,2.861148174803859e-14,1.3735288454050453e+40,2.4888482734098323e+40
8487-12701,0.06423544424011875,3.410682373046875e-15,3.946885315128984e-15,3.827252719244947e+39,4.4289458538412387e+39
8487-12702,999.0,0.0,999.0,999.0,999.0
8487-12703,0.1946590561541688,1.2156832275390625e-14,1.8922906571773566e-14,5.235739666538302e+40,8.149772103428125e+40
8487-12704,0.22611915325846785,3.4932812500000004e-15,5.840612329726686e-15,1.5144069499326143e+40,2.5320216927853182e+40
8487-12705,0.12023094493617435,9.7239267578125e-14,1.2780082808717405e-13,9.73285629810811e+40,1.2791818835454749e+41
8487-1901,999.0,0.0,999.0,999.0,999.0
8487-1902,999.0,0.0,999.0,999.0,999.0
8487-3701,999.0,0.0,999.0,999.0,999.0
8487-3702,999.0,0.0,999.0,999.0,999.0
8487-3703,0.12583437604014888,6.854209594726563e-15,9.123911763537894e-15,4.905121051639675e+39,6.52940226675662e+39
8487-3704,0.1248929451891739,1.0667667388916017e-15,1.4169801998860975e-15,9.636406797772095e+38,1.2799984413348257e+39
8487-6101,999.0,0.0,999.0,999.0,999.0
8487-6102,0.16029887483769006,2.5262711048126222e-17,3.6368635222867226e-17,1.1296714057737692e+38,1.6262944701391083e+38
8487-6103,999.0,0.0,999.0,999.0,999.0
8487-6104,999.0,0.0,999.0,999.0,999.0
8487-9101,0.15314194502217035,5.978734970092773e-17,8.468198512268914e-17,5.604018631188667e+37,7.93745541034122e+37
8487-9102,999.0,0.0,999.0,999.0,999.0
8488-12701,0.34672809050516407,7.645061492919923e-16,1.6813996549199404e-15,2.4672163415064564e+39,5.426217577273377e+39
8488-12702,0.38274053001339065,3.69200927734375e-15,8.812603586593964e-15,4.0742093877297635e+40,9.724892210637633e+40
8488-12703,999.0,0.0,999.0,999.0,999.0
8488-12704,0.2517658351854443,6.00978515625e-15,1.0651289262110229e-14,6.08693165810933e+39,1.0788017894748468e+40
8488-12705,0.628501695670668,1.7011323242187502e-14,7.098963952693835e-14,5.509505226848186e+40,2.299161472963941e+41
8488-1901,999.0,0.0,999.0,999.0,999.0
8488-1902,0.37362957711834266,2.581420654296875e-14,6.035397784551315e-14,1.0033815275690793e+41,2.3459201190127654e+41
8488-3701,0.18092981555754675,1.1351839599609375e-14,1.7126955127221956e-14,3.866826193521254e+40,5.8340287598394115e+40
8488-3702,0.11245703585222733,4.6894531250000006e-14,6.055357451033564e-14,4.2404203548235676e+40,5.475534205514695e+40
8488-3703,999.0,0.0,999.0,999.0,999.0
8488-3704,999.0,0.0,999.0,999.0,999.0
8488-6101,999.0,0.0,999.0,999.0,999.0
8488-6102,999.0,0.0,999.0,999.0,999.0
8488-6103,999.0,0.0,999.0,999.0,999.0
8488-6104,0.16360184857930915,7.428285522460937e-15,1.0774480348124072e-14,2.5663486061160063e+40,3.722403041647209e+40
8488-9101,0.15486751383143785,1.4181965332031251e-14,2.016608665535063e-14,4.632597910349954e+40,6.587336008254992e+40
8488-9102,0.21079930090676416,7.901329345703125e-15,1.2758547488015002e-14,2.832926628957961e+40,4.574423789242266e+40
8546-12701,999.0,0.0,999.0,999.0,999.0
8546-12703,0.1298401196047813,2.79753369140625e-14,3.7579715820633884e-14,1.210268947243179e+41,1.6257735606063057e+41
8546-12704,0.32909297509276136,2.7564570312500002e-14,5.824140080109103e-14,1.454782755839294e+41,3.07382210572422e+41
8546-12705,0.2522973378853363,1.25308359375e-13,2.223555510101661e-13,3.208551028643685e+41,5.693467981519504e+41
8546-1901,999.0,0.0,999.0,999.0,999.0
8546-1902,0.4674784474804493,1.1192111328125e-13,3.238968652248287e-13,3.774766537473089e+41,1.092407868898442e+42
8546-3701,999.0,0.0,999.0,999.0,999.0
8546-3702,999.0,0.0,999.0,999.0,999.0
8546-3703,999.0,0.0,999.0,999.0,999.0
8546-3704,0.46835368096423025,7.547052001953126e-15,2.188447317476339e-14,3.6523612258368753e+40,1.059089048951666e+41
8546-6101,0.22447058775930273,1.0164334106445314e-14,1.693075387345822e-14,4.909128131581144e+40,8.177145621016717e+40
8546-6102,0.35130425789669,1.0240931396484375e-14,2.275867742107978e-14,5.117093285725736e+40,1.1371844114040682e+41
8546-6103,999.0,0.0,999.0,999.0,999.0
8546-6104,999.0,0.0,999.0,999.0,999.0
8546-9101,0.6118726957962729,1.8200022888183597e-15,7.313287713748403e-15,5.024849844800569e+39,2.0191278252330876e+40
8546-9102,0.18901365672130746,1.1819826660156251e-14,1.816374471856881e-14,5.019243754245793e+40,7.713164063540194e+40
8547-12701,0.31527543185980234,1.2910298156738283e-15,2.643480910276089e-15,6.350638395312157e+39,1.3003411046174793e+40
8547-12702,0.4283555707528655,3.984329833984375e-15,1.054940347558309e-14,2.0300420461332657e+40,5.374989900281952e+40
8547-12703,0.328099541361823,4.361167907714844e-15,9.193961373884928e-15,2.235176849926583e+40,4.712070265782224e+40
8547-12704,0.504433652220172,5.875794677734376e-15,1.849453910808366e-14,2.922588648995418e+40,9.199084214176257e+40
8547-12705,0.20453524712402177,1.306105651855469e-15,2.0791963530066102e-15,4.3772744740603224e+39,6.96820591017722e+39
8547-1901,999.0,0.0,999.0,999.0,999.0
8547-1902,999.0,0.0,999.0,999.0,999.0
8547-3701,999.0,0.0,999.0,999.0,999.0
8547-3702,999.0,0.0,999.0,999.0,999.0
8547-3703,0.2694348528247194,1.6629066467285158e-16,3.067990114515506e-16,7.62154013105652e+38,1.4061408573635986e+39
8547-3704,0.22810940338126387,1.19087109375e-14,2.000112189816098e-14,3.8823915574698548e+40,6.520620678836223e+40
8547-6101,999.0,0.0,999.0,999.0,999.0
8547-6102,0.4212156689153038,1.7163875732421876e-14,4.4713582757900846e-14,3.8406946488390126e+40,1.0005386936255702e+41
8547-6103,0.253946122325538,1.8770811767578127e-14,3.3433255449823335e-14,8.219407578724375e+40,1.4639833195725545e+41
8547-6104,0.41868438625578575,3.624287033081055e-16,9.387453771802742e-16,1.2786142240122585e+39,3.3118050006322654e+39
8547-9101,999.0,0.0,999.0,999.0,999.0
8547-9102,999.0,0.0,999.0,999.0,999.0
8548-12701,0.6478624918904543,1.4321322021484375e-14,6.245295069270126e-14,1.1976870954432263e+41,5.222918177860205e+41
8548-12702,0.12367622937484411,1.2333222198486329e-15,1.6336902967244277e-15,6.573205977552991e+39,8.707037504941155e+39
8548-12703,0.07428232262004543,5.115238037109376e-15,6.0561602346319815e-15,5.751721150719334e+39,6.809721201823578e+39
8548-12704,0.5079565092774735,1.0171994140625001e-13,3.227459248054487e-13,1.0568630494050439e+41,3.3533074985823705e+41
8548-12705,999.0,0.0,999.0,999.0,999.0
8548-1901,999.0,999.0,999.0,999.0,999.0
8548-1902,0.18468273944853061,3.56607763671875e-14,5.426372389807811e-14,3.50056178229607e+40,5.326679264825536e+40
8548-3701,999.0,0.0,999.0,999.0,999.0
8548-3702,0.11623632987905844,6.82299267578125e-14,8.886349907223334e-14,6.585129236953933e+40,8.576553627497309e+40
8548-3703,999.0,0.0,999.0,999.0,999.0
8548-3704,0.22836380565113643,5.3351425781250004e-14,8.965753183494948e-14,4.977908675562077e+40,8.365418524719722e+40
8548-6101,999.0,0.0,999.0,999.0,999.0
8548-6102,0.3107970694876021,3.088004638671875e-14,6.258882681018452e-14,1.7342874999227536e+41,3.5151184234754995e+41
8548-6103,0.1331720166496432,6.15506005859375e-14,8.331049402185104e-14,6.159568533045241e+40,8.337151750988577e+40
8548-6104,999.0,0.0,999.0,999.0,999.0
8548-9101,999.0,0.0,999.0,999.0,999.0
8548-9102,0.05636267705266068,3.92389453125e-14,4.460243412113778e-14,4.1852397386169194e+40,4.757311345556545e+40
8549-12702,0.2679170054881052,1.8280257568359376e-14,3.361011345278715e-14,8.398172967130832e+40,1.5440895466919292e+41
8549-12703,0.1523101801089932,1.0047378540039063e-14,1.4204088666178783e-14,5.397864032577258e+40,7.6310192774330005e+40
8549-12704,0.455810963979654,2.2045830078125002e-14,6.213024115915819e-14,2.0758357248332107e+40,5.85018453529024e+40
8549-12705,0.4910424215379552,3.2532315063476564e-15,9.932808171090115e-15,1.5552102206261855e+40,4.748387797504574e+40
8549-1901,0.11827360650993307,1.3356121826171876e-14,1.7475921132701214e-14,1.2449608776748256e+40,1.6289787106396637e+40
8549-1902,0.2979506938379049,2.156162109375e-14,4.2444198289685005e-14,6.607885909050072e+40,1.3007668513414077e+41
8549-3701,999.0,0.0,999.0,999.0,999.0
8549-3702,0.1266199458823585,7.570084228515626e-15,1.0094851212396818e-14,8.261195862375059e+39,1.1016461712936185e+40
8549-3703,0.23097216817686078,2.080820007324219e-15,3.517630671694705e-15,1.6854180686514637e+40,2.8492028489002675e+40
8549-3704,999.0,0.0,999.0,999.0,999.0
8549-6101,999.0,0.0,999.0,999.0,999.0
8549-6102,0.40554974819794065,1.3790222167968751e-14,3.4668094712214935e-14,9.512123865599633e+40,2.3913118082527718e+41
8549-6103,0.13008223526325635,1.4120330810546876e-14,1.8978507425490382e-14,5.989403687590307e+40,8.05009060228878e+40
8549-6104,0.23412068016828724,6.6431162109375e-14,1.1310864123509217e-13,6.215218793375659e+40,1.0582307013387632e+41
8549-9101,999.0,0.0,999.0,999.0,999.0
8549-9102,0.25464202845103073,2.7934921875000002e-14,4.983449613889776e-14,1.2546484721676314e+41,2.2382297942944145e+41
8550-12701,999.0,0.0,999.0,999.0,999.0
8550-12702,0.43015084176966967,7.209362030029297e-16,1.9166452884272714e-15,1.6073906772339512e+39,4.273329256250229e+39
8550-12703,0.42325840237832996,1.2433839111328126e-14,3.254212720007378e-14,2.674276360507113e+40,6.999177061289565e+40
8550-12704,0.22221888036541684,7.645535888671875e-15,1.2670169065089129e-14,2.0304888169989524e+40,3.3649226124577884e+40
8550-12705,0.4811273678822355,3.346327392578125e-14,9.989353132159662e-14,7.279735534529528e+40,2.173124157679045e+41
8550-1901,999.0,0.0,999.0,999.0,999.0
8550-1902,999.0,0.0,999.0,999.0,999.0
8550-3701,999.0,0.0,999.0,999.0,999.0
8550-3702,999.0,0.0,999.0,999.0,999.0
8550-3703,999.0,0.0,999.0,999.0,999.0
8550-3704,0.29026678522668947,3.9040064811706546e-17,7.551998592658492e-17,8.408215743347995e+37,1.6265043044060797e+38
8550-6101,999.0,0.0,999.0,999.0,999.0
8550-6102,0.5516621539342105,4.989465637207032e-15,1.748456831700832e-14,8.488758752765722e+39,2.9747129879506975e+40
8550-6103,0.31028136888564584,3.55854150390625e-14,7.204134340443405e-14,5.182947244227335e+40,1.049268307981166e+41
8550-6104,999.0,0.0,999.0,999.0,999.0
8550-9101,0.5272449275616307,3.364415283203125e-15,1.1153361781216762e-14,6.527910515848362e+39,2.1640654179096583e+40
8550-9102,0.4048050423979754,7.440237304687501e-14,1.8672837825061395e-13,2.321168494247053e+41,5.825459737743892e+41
8551-12701,0.3768305025034882,1.8504622802734376e-14,4.358000833344003e-14,1.907971513094955e+41,4.493440116399323e+41
8551-12702,0.3474978450554802,9.751346435546875e-15,2.1483966104230922e-14,1.2202277952225609e+41,2.688380806207273e+41
8551-12703,0.24001747178669977,9.93326187133789e-16,1.714103860796572e-15,3.342236594118941e+39,5.767431407607946e+39
8551-12704,0.46239009769641576,4.8180341796875004e-14,1.378292462282635e-13,1.0021592319947272e+41,2.866871557882715e+41
8551-12705,0.2683194228732494,2.1857769531250002e-13,4.0224511325489473e-13,4.626942098763557e+41,8.514889160488604e+41
8551-1901,999.0,0.0,999.0,999.0,999.0
8551-1902,0.1789344378355185,6.1314384765625e-14,9.20887232706614e-14,6.736203149676873e+40,1.011717478886503e+41
8551-3701,0.4377216878061394,3.12448095703125e-14,8.450778763814363e-14,1.0919549622403722e+41,2.9534088806579202e+41
8551-3702,999.0,0.0,999.0,999.0,999.0
8551-3703,999.0,0.0,999.0,999.0,999.0
8551-3704,999.0,0.0,999.0,999.0,999.0
8551-6102,999.0,0.0,999.0,999.0,999.0
8551-6103,999.0,0.0,999.0,999.0,999.0
8551-6104,0.5184504970337068,9.597354736328125e-15,3.118644547108046e-14,3.0990884085328295e+40,1.007043652319389e+41
8551-9101,0.1317243846872994,4.132006530761719e-15,5.57441518234144e-15,1.6485204173581503e+40,2.223989041282339e+40
8551-9102,0.16537817936476928,7.13590576171875e-15,1.0392270553695643e-14,2.4507306881623407e+40,3.569085301302155e+40
8552-12701,0.42064758958972837,1.6596242675781252e-14,4.317904940669463e-14,3.1969685781675433e+40,8.317669660843788e+40
8552-12702,0.1293422416774141,2.9281196289062505e-14,3.928940726416939e-14,5.340489942537069e+40,7.165850816720761e+40
8552-12703,0.31543536548206985,4.500067520141602e-16,9.217578033057986e-16,7.088847874388329e+39,1.4520228453060092e+40
8552-12704,0.2538391349002025,2.2547971191406252e-14,4.0151101600474707e-14,2.5951916894444422e+41,4.621249704066734e+41
8552-12705,0.12171279761782668,3.7358923339843754e-14,4.9266218137798753e-14,2.736962886653164e+40,3.609306654324961e+40
8552-1901,999.0,0.0,999.0,999.0,999.0
8552-1902,999.0,0.0,999.0,999.0,999.0
8552-3701,0.08848660654162774,9.16691162109375e-15,1.1209262051719037e-14,7.54421723047987e+39,9.22503798519801e+39
8552-3702,0.09681583878302277,1.6975929260253907e-15,2.115485986852788e-15,6.185855143247285e+39,7.708614751876712e+39
8552-3703,999.0,0.0,999.0,999.0,999.0
8552-3704,0.15252779714280315,3.22308544921875e-14,4.55876558303619e-14,2.6371059103848177e+40,3.729950028472764e+40
8552-6102,0.24430798687177646,1.8870391845703125e-14,3.288226788080121e-14,7.423274665166772e+40,1.2935296102415597e+41
8552-6103,999.0,0.0,999.0,999.0,999.0
8552-6104,999.0,0.0,999.0,999.0,999.0
8552-9101,0.2642336932816519,1.6954089355468751e-15,3.0911919215161876e-15,1.8510178227371027e+40,3.374909274252327e+40
8552-9102,999.0,0.0,999.0,999.0,999.0
8553-12701,0.26802359061251907,3.667081909179688e-15,6.743936917597675e-15,1.3733600272773208e+40,2.5256739877894667e+40
8553-12703,0.08119552402823844,4.5238066406250005e-14,5.440768595715877e-14,1.8390774503092975e+40,2.2118528999174117e+40
8553-12704,0.10062348637689918,1.499658447265625e-14,1.885071658138783e-14,1.9974291704968663e+41,2.5107697858193563e+41
8553-1901,999.0,0.0,999.0,999.0,999.0
8553-1902,999.0,0.0,999.0,999.0,999.0
8553-3701,999.0,0.0,999.0,999.0,999.0
8553-3702,999.0,0.0,999.0,999.0,999.0
8553-3703,0.3931400415946706,1.6887342834472657e-15,4.1273297628854394e-15,2.3388633746224277e+40,5.716269582504313e+40
8553-3704,0.2826952459638953,5.2123955078125e-14,9.910923150952632e-14,2.7066339215622765e+41,5.146432336947335e+41
8553-6101,999.0,0.0,999.0,999.0,999.0
8553-6102,999.0,0.0,999.0,999.0,999.0
8553-6103,999.0,0.0,999.0,999.0,999.0
8553-6104,999.0,0.0,999.0,999.0,999.0
8553-9101,0.24707270811882737,3.556906433105469e-15,6.237098724451036e-15,1.877370526882785e+40,3.2920026260908347e+40
8553-9102,0.3028985305501006,2.946263671875e-14,5.865337947004993e-14,4.0574829004850114e+41,8.077521592082512e+41
8554-12701,0.2569171070417233,1.2263803100585938e-15,2.1991443510561543e-15,2.94455490194484e+40,5.280173879077786e+40
8554-12702,0.23462409489005973,2.058535308837891e-15,3.5089665406452063e-15,2.3558949546394747e+39,4.0158439515772127e+39
8554-12703,0.2681604001009608,2.3212127685546877e-16,4.2701477075553857e-16,4.682291861633707e+39,8.613634273393129e+39
8554-12705,0.2451605947390414,1.3730044555664063e-15,2.397145999055897e-15,3.633566343949546e+39,6.343889845652102e+39
8554-1901,999.0,0.0,999.0,999.0,999.0
8554-1902,999.0,0.0,999.0,999.0,999.0
8554-3701,0.4242335468086627,1.8636986083984375e-14,4.888538483010469e-14,2.386517451152049e+40,6.259908306932997e+40
8554-3702,999.0,0.0,999.0,999.0,999.0
8554-3703,999.0,0.0,999.0,999.0,999.0
8554-3704,0.46326007002202035,2.4387802734375e-14,6.99041589072819e-14,7.005775912760377e+40,2.0081057650352525e+41
8554-6101,0.17844130879410608,5.6134204101562506e-14,8.421410344025434e-14,1.5974403581279127e+41,2.396524716296394e+41
8554-6102,999.0,0.0,999.0,999.0,999.0
8554-6103,999.0,0.0,999.0,999.0,999.0
8554-6104,0.540027964001078,2.816586971282959e-17,9.612553547641505e-17,2.598646090926587e+38,8.868756745339499e+38
8554-9101,0.17974820270558065,2.5183999023437502e-14,3.7894145607213876e-14,2.785938498682148e+40,4.1919775736790127e+40
8554-9102,999.0,0.0,999.0,999.0,999.0
8555-12702,0.35750587337584216,2.97880859375e-15,6.713861783418436e-15,2.2179378129481417e+40,4.998954263659189e+40
8555-12703,0.4582966845477818,2.5311354064941408e-15,7.173743858182321e-15,2.149673568830004e+40,6.092604734588628e+40
8555-12704,999.0,0.0,999.0,999.0,999.0
8555-12705,0.2997743619563575,1.206565673828125e-14,2.3849990798663016e-14,2.9083574840924954e+40,5.748903747174698e+40
8555-1901,0.4649253752016948,7.055008544921876e-15,2.029887057366369e-14,2.3686660762827977e+40,6.815193179220274e+40
8555-1902,0.11143388027772481,9.34407651424408e-18,1.2037711000134587e-17,2.245384614570176e+37,2.892665854473794e+37
8555-3701,999.0,0.0,999.0,999.0,999.0
8555-3702,999.0,0.0,999.0,999.0,999.0
8555-3703,999.0,0.0,999.0,999.0,999.0
8555-3704,999.0,0.0,999.0,999.0,999.0
8555-6101,999.0,0.0,999.0,999.0,999.0
8555-6102,999.0,0.0,999.0,999.0,999.0
8555-6103,999.0,0.0,999.0,999.0,999.0
8555-6104,999.0,0.0,999.0,999.0,999.0
8555-9101,999.0,0.0,999.0,999.0,999.0
8555-9102,0.27768303246040305,1.2558508300781251e-14,2.360841042447335e-14,6.514687579455212e+40,1.2246790341606868e+41
8561-12701,0.27155265814630153,1.048379150390625e-14,1.943547501239214e-14,5.524416039457525e+40,1.0241490385699606e+41
8561-12702,0.09625566784614471,2.1366484375e-14,2.6592346734631464e-14,4.2888534491493074e+40,5.337830782645939e+40
8561-12703,0.21200444907163074,1.21587646484375e-14,1.968703186486147e-14,5.505900590949409e+40,8.914955056121611e+40
8561-12704,0.3246964842902238,2.3734370117187502e-14,4.964986589803448e-14,2.284330794998414e+41,4.778585531380494e+41
8561-12705,0.40327338655344663,1.5198402404785156e-16,3.8011011465944565e-16,5.353530709404813e+38,1.3389112339491926e+39
8561-1901,0.11995210603064889,1.2672090148925782e-15,1.6644278457297359e-15,4.969246643506025e+39,6.526904708337786e+39
8561-1902,999.0,0.0,999.0,999.0,999.0
8561-3701,999.0,0.0,999.0,999.0,999.0
8561-3702,999.0,0.0,999.0,999.0,999.0
8561-3703,0.4004221624527473,1.0339890136718751e-14,2.5692873764145908e-14,2.2557618509233073e+40,5.605185713911334e+40
8561-6101,999.0,0.0,999.0,999.0,999.0
8561-6102,0.43266957418179997,1.801565673828125e-14,4.81705385786587e-14,1.0476990465361509e+41,2.8013537376494453e+41
8561-6103,0.40500261091470297,4.128160705566406e-15,1.0365140017458458e-14,2.5153012138963035e+40,6.315512192382361e+40
8561-6104,0.7915129445633927,4.835503768920899e-16,2.922962913012049e-15,1.4816231190341229e+40,8.956108060204104e+40
8561-9101,0.3912625086794747,4.40726806640625e-14,1.0725654799748236e-13,5.242458887601708e+41,1.2758199293318192e+42
8561-9102,0.29500192436182976,1.3204270935058596e-15,2.581905404842143e-15,2.591928712890164e+40,5.068144076783863e+40
8562-12701,999.0,0.0,999.0,999.0,999.0
8562-12702,0.25817569083213715,3.08048486328125e-14,5.5397494253766954e-14,1.0983697519874217e+40,1.97523879274713e+40
8562-12703,0.5079925849069943,6.299745559692383e-16,1.9990022774910673e-15,6.313483655475776e+39,2.0033615781166522e+40
8562-12704,0.2482533616932002,2.3715101242065433e-16,4.169660559470735e-16,1.3062272626352593e+39,2.2966481328170392e+39
8562-12705,0.3839608551442994,5.324911117553711e-16,1.2745548185813203e-15,3.813990955366715e+39,9.129054819644484e+39
8562-1901,999.0,0.0,999.0,999.0,999.0
8562-1902,999.0,0.0,999.0,999.0,999.0
8562-3701,999.0,0.0,999.0,999.0,999.0
8562-3702,0.32014074494245026,7.0049912109375e-14,1.4502755927604415e-13,3.191115511621634e+41,6.60671341451223e+41
8562-3703,0.21592859574210202,1.4705458984375002e-14,2.4023887966594084e-14,6.194350677434382e+40,1.0119533627518698e+41
8562-3704,999.0,0.0,999.0,999.0,999.0
8562-6101,0.2777589636247907,7.00036962890625e-14,1.3162082870007576e-13,,
8562-6102,0.40431590794644695,1.0433566894531251e-14,2.615612891454696e-14,2.872030567247544e+40,7.199954006411837e+40
8562-6103,0.3727391776775622,5.3685908203125e-14,1.2526461866847962e-13,1.394480444834601e+41,3.2537227553633944e+41
8562-6104,999.0,0.0,999.0,999.0,999.0
8562-9101,999.0,0.0,999.0,999.0,999.0
8562-9102,0.36286453903913224,6.709171875e-14,1.5306954479493511e-13,1.915225511573481e+41,4.369580966148665e+41
8563-12701,0.3641024590151973,8.13783740234375e-14,1.8618768656949902e-13,1.1532291139128557e+41,2.6385027150110905e+41
8563-12702,0.2529445140390001,5.5948779296875e-15,9.942542124814227e-15,2.0520136610543648e+40,3.646591136058414e+40
8563-12703,0.2810720544341203,6.979699707031251e-15,1.3222423717548124e-14,3.1580967290562965e+40,5.982734909142152e+40
8563-12704,0.05097129207904552,1.614959716796875e-15,1.8133454770465136e-15,4.498558078906946e+39,5.0511723981552307e+39
8563-12705,0.31990452710571843,4.7662148437500005e-14,9.862417062086733e-14,2.09328162470339e+41,4.331490939460937e+41
8563-1901,0.3182084960106945,4.1473156738281255e-15,8.548748101674821e-15,2.9852223925994917e+40,6.153357079340973e+40
8563-1902,0.2812029263015631,3.590384674072266e-16,6.803689887954374e-16,1.7357854318846706e+39,3.289270332467598e+39
8563-3701,0.16340845214034785,2.3574494628906252e-14,3.4178989242197967e-14,1.0958519480899799e+41,1.588798085999388e+41
8563-3702,0.4932635273033026,5.00901171875e-14,1.5370988650372592e-13,6.390866560201923e+41,1.9611440914620934e+42
8563-3703,999.0,0.0,999.0,999.0,999.0
8563-3704,0.08896955717380246,4.0462534179687504e-14,4.9531767547319195e-14,3.635694984020716e+40,4.450596149557809e+40
8563-6101,0.15786715744932472,3.025509262084961e-16,4.3315660847797023e-16,1.3264903096271417e+39,1.8991118318409243e+39
8563-6102,0.12240068603553612,1.9680915527343753e-14,2.599436750010847e-14,7.388152669779427e+40,9.758202324395332e+40
8563-6103,0.10482492566929708,8.078396606445313e-15,1.0251993862946908e-14,7.768361803042051e+39,9.858540179420866e+39
8563-6104,0.43499280361992493,5.93550732421875e-14,1.595448319760724e-13,1.2715906888121659e+41,3.4180013890485477e+41
8563-9101,999.0,0.0,999.0,999.0,999.0
8563-9102,0.21648327082289284,1.5829971923828127e-14,2.5893599686510238e-14,1.6313633449450894e+40,2.6684740567145116e+40
8564-12701,0.32608161201468133,2.8942050781250005e-14,6.073472488559044e-14,3.058020894640784e+40,6.417239024772855e+40
8564-12702,0.42020686364252985,9.190386962890626e-15,2.3887022223568355e-14,8.236564370588287e+39,2.1407912089069583e+40
8564-12703,0.44656467475485007,1.7146152343750002e-14,4.7316795544003924e-14,1.7769499743278072e+40,4.903699497213437e+40
8564-12704,0.29105161278043357,2.780097007751465e-17,5.3874853528950693e-17,1.2492148316380205e+38,2.4208243774602754e+38
8564-12705,0.4161595585895422,3.5513171386718754e-15,9.145809971363908e-15,3.517097834383433e+39,9.057684005094555e+39
8564-1901,0.08522679683123799,2.7068466796875003e-14,3.285485471993729e-14,2.532696997324517e+40,3.074108057953434e+40
8564-1902,999.0,0.0,999.0,999.0,999.0
8564-3701,0.21797990820920649,6.11548681640625e-14,1.0037390018122592e-13,5.792386130028526e+40,9.50708266865763e+40
8564-3702,0.22339056814652278,8.154697265625001e-15,1.35499911586426e-14,2.658402486506664e+40,4.417249226420918e+40
8564-3703,999.0,0.0,999.0,999.0,999.0
8564-6101,999.0,0.0,999.0,999.0,999.0
8564-6102,0.15094688332229003,1.4917391967773439e-15,2.102362805767788e-15,1.5246477204408067e+39,2.1487419961063255e+39
8564-6103,0.3897903766364328,1.0696499633789064e-15,2.594434677013909e-15,1.0421079025740031e+39,2.5276314422407828e+39
8564-6104,0.12187070720674043,1.5915046386718752e-14,2.099513497122893e-14,1.5611728483098173e+40,2.0594997882654774e+40
8564-9101,0.1493024311858344,1.809100830078125e-14,2.540119409159152e-14,1.5738111955471085e+40,2.2097543142404855e+40
8564-9102,0.22341156103819185,3.009143981933594e-15,5.00028618659016e-15,1.383329908002596e+40,2.2986754611980094e+40
8565-12701,0.19676879477645037,1.3640389404296877e-14,2.133422754724624e-14,1.9488800031635722e+40,3.048142411291582e+40
8565-12702,999.0,0.0,999.0,999.0,999.0
8565-12703,0.2735720467727182,6.55225341796875e-15,1.220284263153515e-14,9.492396518597127e+39,1.7678531876516214e+40
